text,score,T20_type,team,label
"Phew! What a game of cricket. Handshakes all-round. Agony for Mumbai, ecstasy for Punjab. Sensational comeback by the hosts, but couldn't quite cross the finish line. Chasing 231 was always going to be an arduous task. They were off to a blazing start, Parthiv and Simmons plundered the bowlers to all parts of the ground. They were coasting all well and kept things under control. However, Punjab clawed back by removing both openers in quick succession. From there, Mumbai continued to lose wickets in clusters. All batsmen came in and got starts but none could convert them into a big score. Pollard and Pandya kept the belief in the MI camp with their big hitting but in the end, the ever-mounting run rate proved to be the demon and devoured the hosts. Thanks to some brilliant death bowling from Mohit Sharma and Sandeep Sharma. ",Kings XI Punjab won by 7 runs,T20,Mumbai Indians vs Kings XI Punjab,5
"So Pune have made things a little more interesting as the race for the playoffs heats up. They are still in a pretty strong position, but don't have a 'Q' next to them in the table yet. 168 was a decent score on this pitch, but it was a total where the chasing team was never really out of the chase. The partnership which Manoj Tiwary and Ben Stokes had got going through the middle had in fact given Pune the upper hand. But Stokes's dismissal off a full toss turned the game around. Dhoni uncharacteristically faltered in game awareness and got run out, and the momentum of those couple of quick wickets enabled Delhi to turn things around and finish strongly.",Delhi Daredevils won by 7 runs,T20,Delhi Daredevils won by 7 runs,5
"Where did this change? You don't need to be a rocket scientist to know that. The first half of the first innings was all about Gujarat, they were rampaging through SRH bowling like a wild horse and then they ran out of steam. As if the blinkers blinded them. The chariot crashed and never recovered. They did make a momentary comeback when SRH started the chase but Warner came in their way. The Hyderabad skipper found a sensible partner in Vijay Shankar, who displayed icy cool nerves and nudged around with the senior man to see this one through.",Sunrisers Hyderabad won by 8 wkts,T20,Gujarat Lions vs Sunrisers Hyderabad,3
" Where did the game change? Two inflection points: First when Dhoni went berserk with his barrage of sixes, and then when Washington Sundar picked three wickets in two overs of his. So Pune had the momentum on either side of the innings break, and how beautifully did they ride the wave! Mumbai were caught unawares at home against their neighbours who seem to have the wood over them. Three games against Pune this season for Mumbai, and they have lost all three.",Rising Pune Supergiant won by 20 runs, T20,Mumbai Indians vs Rising Pune Supergiant,4
"The much anticipated Bengaluru rains didn't turn up tonight, KKR didn't either. Mumbai Indians continue to remain their nemesis, their bogey team. But full marks to Mumbai. The intensity with which they approached the game and set the field on fire with the ball was something to behold. Some intelligent field placements - getting Lynn like that. Some inspired selections - sticking with Karn over Harbhajan, which eventually proved to be the gamechanger. And some excellent execution. It all boiled down to the horrendous start that KKR had. They lost their footing early on with wickets tumbling everywhere, and were never able to really gain that ground back. Jaggi and Suryakumar led some sort of a recovery, but just when they threatened to take KKR to a score, Mumbai struck back again and closed the innings off for 107. That was never going to be enough, not even with Piyush Chawla bowling the way he did, and not even with Chinnaswamy's sluggish pitch.",Mumbai Indians won by 6 wkts, T20,Mumbai Indians vs Kolkata Knight Riders,4
"So a game that totally makes up for the one-dimensionality of the first game. The target of 155 set by Rajshahi Kings did feel below par on first sighting, given the arduous task of defending with dew on the other side. Kings' bowlers started well actually. Adam Lyth was picked up by Mehidy Hasan in the first over itself while the other opener, Johnson Charles, was pinned in front by Farhad Reza in the fourth. Solid contributions from Mohammad Mithun (46 from 33) and Shahriar Nafees (35 from 34) kept Rangpur in the game, setting the stage for Ravi Bopara and Thisara Perera to seal it in the end with increasing ease.",Rangpur Riders won by 6 wkts, T20,Rajshahi Kings vs Rangpur Riders,3
"Sylhet spoiled things as the match approach its end and had to sweat hard in the end to register their second win. After Tharanga and Fletcher provided a prolific starts, it appeared to be a cakewalk of sorts for them. But some superb spin show from Nabi and Rashid Khan checked the runs in the middle overs to tighten the equation. However, in the end it turned out to be another great day for Sylhet who have now gained an unstoppable momentum.",Sylhet Sixers won by 4 wkts, T20,Sylhet Sixers vs Comilla Victorians,3
"A comprehensive victory for Dhaka Dynamites. Chasing a huge score, Khulna didn't get off to an auspicious start as they lost two early wickets. Walton, though kept going after the bowlers and played one shot too many. He perished for a 13-ball 30 to Shakib. Mahmudullah and Rossouw were dismissed in quick succession and the game was almost sealed there. Khaled Ahmed, on debut, took two wickets and reduced Khulna to 88-7. That's when Archer was joined by Mosharraf Hossain at the crease and together they added 40 runs for the eighth wicket with the former top-scoring with 36. Narine picked two wickets in the end to finish the formalities. Earlier in the evening, Delport and Lewis were involved in a century partnership which helped the Dynamites post a mammoth score of 202.",Dhaka Dynamites won by 65 runs, T20,Khulna Titans vs Dhaka Dynamites,3
"A walk in the park for Rajshahi Kings. After reducing the Riders to a below-par score of 134 on a slowish track, the batsmen didn't put a foot wrong. The Kings' openers - Simmons and Mominul - went after the bowling from the third over after getting their eye in. At the end of the powerplay, they were 48-0. Mortaza and Co. weren't effective with the ball and allowed both the openers to register their respective fifties. The 122-run stand was broken by Thisara Perera who picked two wickets within a span of 4 balls, but the damage was already done. The Kings won with 20 balls to spare.",Rajshahi Kings won by 8 wkts,T20,Rangpur Riders vs Rajshahi Kings,4
"Wow! The table toppers have been massacred by the home team. Just imagine what would have been their case if Sylhet's final pair had not added those 40+ runs. Chasing a below-par score, DD sent out two of their most powerful strikers to open the innings. Afridi went BOOM BOOM straightaway and Lewis joined the party. They raced away to 59 - more than 50% of the target - in four overs. Bresnan struck twice in two balls, but that was the only teeny-tiny phase in the match where the visitors found success (or did they?). Shakib joined Lewis and together they blew apart the Sylhet bowlers. In total, eleven sixes were hit in the innings.",Dhaka Dynamites won by 8 wkts,T20,Dhaka Dynamites vs Sylhet Sixers,3
"A comprehensive win for Khulna Titans after posting an above-par score of 170. The Vikings lost their top four inside five overs. And from there, it was always going to be a tough task for them. Misbah was joined by Raza and they added 49 runs, the latter being the aggressor. Misbah couldn't find his timing and was dismissed for 30 with his strike rate around 80. Reece and Hayder played their shots in the end, but there was no way Chittagong could go past the finishing line.",Khulna Titans won by 18 runs,T20,Chittagong Vikings vs Khulna Titans,3
"The victorians fluffed in the first seven overs, losing both openers and scoring under six, but once Imrul Kayes and Buttler got together there was a spring in the step. The duo injected the much-needed momentum with some clean ball striking and had the asking rate under their grasp. Both fell out looking for biggies, but Samuels 8-ball 17 was the perfect cameo they needed to complete what has been a magnificent night for them. And thus, with this victory they leap to second in the points table.",Comilla Victorians won by 6 wkts,T20,Comilla Victorians vs Chittagong Vikings,3
"A comfortable run-chase from the Rajshahi Kings, sweeping off Sylhet's challenge of 147 without too much bother. The pitch was too good, and the target too small. Once that opening partnership between Mominul Haque and Rony Talukdar found some rhythm, it became very difficult for Sylhet to pull things back. They did fight back with three quick wickets, but Zakir Hasan's quickfire half-century killed them off.",Rajshahi Kings won by 7 wkts,T20,Rajshahi Kings vs Sylhet Sixers,3
"There were a few crests and troughs in the Khulna innings. But that was until Mahmudullah and Ariful Haque got together. The duo took their time early on and didn't panic, even with the required rate touching nine. Then, to ease the pressure, Ariful unleashed a couple of smashing blows and turned it in Khulna's favour. That almost sealed the game. Mahmudullah did the rest by taking his team home along with Brathwaite who gave a striking glimpse of his power in just the two balls that he faced.",Khulna Titans won by 5 wkts,T20,Khulna Titans vs Chittagong Vikings,3
"Dhaka solidify their position at the top of the table with a commanding performance. The two West Indians - Lewis and Pollard - set it up with blistering fifties with the bat, and then the bowlers hardly gave a sniff to Rajshahi, who were just not up for it today. Catches dropped in the field, toothless bowling, and some very lacklustre batting from them, after their win yesterday. So they continue to blow hot and cold this year.",Dhaka Dynamites won by 68 runs,T20,Dhaka Dynamites vs Rajshahi Kings,3
"Excellent bowling display from the Victorians' bowlers. 153 was a par-score and they were up against a strong batting line-up. Mahedi Hasan was superb upfront with the new ball and he should have had Gayle for a golden duck. But the umpire didn't rule it in his favour. Gayle, who got two lives, started to go after the bowlers and scored three boundaries in the same over. But, the big man was tamed by the Afghanistani sensation - Rashid Khan. The leg-break trapped him off the first ball (Hawk-Eye showed it to be pitching outside leg). The spinners struck in tandem and reduced the Riders to 32-4 in the sixth over. Mithun and Bopara played cautiously and were involved in a 67-run stand. However, both of them found it hard to time the ball. In the end, Hasan Ali was once again brilliant with his variations. Comilla climb up to the second spot with this win.",Comilla Victorians won by 14 runs,T20,Rangpur Riders vs Comilla Victorians,4
"Shoaib Malik kept his head calm and took his team past the finishing line. Chasing a below-par score, Tamim came all guns blazing. He played one shot too many and perished to Narine. Malik joined hands with Kayes and together they slowly steadied the ship. Bravo and Buttler got into the double digits and were dismissed. However, the Pakistani was unruffled. He sensibly saw off Narine and went after the less experienced bowlers. The Victorians, with this win, go to the top of the table pipping the Dynamites.",Comilla Victorians won by 4 wkts,T20,Dhaka Dynamites vs Comilla Victorians,4
"Much-needed win for Rangpur Riders. They will get out of the last position with this win. What a comeback from Mortaza's men! At 25-3, Nasir Hossain was joined by Sabbir Rahman and they went after the Riders' bowlers with a century stand. At the end of 16 overs, they were 135-3, needing 35 runs. The time-out was taken and the momentum shifted towards the Rangpur side - thanks to the 2-run over from captain Mortaza. Rubel and Thisara Perera held their nerve in the death and executed the yorkers superbly.",Rangpur Riders won by 7 runs,T20,Sylhet Sixers vs Rangpur Riders,5
"Ariful Haque has won it single-handedly for Khulna. Came pretty late in the innings, when his team was virtually out of the match. Sami was bowling some brilliant yorkers and it looked all but over for Khulna. But Haque kept his calm and managed 18 runs off the 18th over, Hossain Ali was the unlucky bowler. Once the equation was achievable, he ensured that he had the strike for the last over. Needed only two balls in the last over from Smith to seal the deal. Earlier it was a valiant effort from skipper Mahmudullah which had kept them in the game for most part of the innings before some late wickets brought Rajshahi back.",Khulna Titans won by 2 wkts,T20,Rajshahi Kings vs Khulna Titans,5
"Wow, what a finish! Dhaka have somehow managed to botch their run-chase spectacularly. No question they should have got home, and should have done so comfortably. However, first, Afridi allowed Rangpur an opening when he threw his wicket away with an ugly slog. That wicket stalled their momentum appreciably. And then in the last over, with 10 required, it appeared as if Pollard would go on to finish it off after he hit a giant six off the third ball. But now in hindsight, his decision to refuse three possible singles is what came back to bite him as Perera produced two sensational yorkers off the final two balls to help Rangpur pull off a heist.",Rangpur Riders won by 3 runs,T20,Dhaka Dynamites vs Rangpur Riders,4
"A big win for the hosts. The platform was set by the batters - thanks to Raza and Ronchi - who powered Chittagong to a massive score of 211. The Sixers came out all guns blazing with Gunathilaka starting off their innings with a six. The Sri Lankan perished early, but Andre Fletcher had other plans. The West Indian went after the bowlers and the match was nicely poised with 10 overs left. He ensured that the asking rate didn't swell above their reach. But, a slower ball from Taskin led to his downfall. That's when the Sixers lost their plot. Babar Azam struggled for timing and he fell for a 32-ball 41. Soumya Sarkar and Stiaan van Zyl chipped in with two wickets apiece, which ruled out a win for Sylhet.",Chittagong Vikings won by 40 runs,T20,Chittagong Vikings vs Sylhet Sixers,3
"After a scratchy start, the Riders found momentum through their skipper Mashrafe Mortaza who surprised everyone by promoting himself up the order and smashing a 17-ball 42. That set the foundation for the rest of the batters who managed to find occasional boundaries and ensured the asking rate was always under control. With 14 needing from the final over, Taskin Ahmed showed nerves and bowled some ordinary deliveries which helped Riders upset the home team and their vibrant crowd.",Rangpur Riders won by 3 wkts,T20,Chittagong Vikings vs Rangpur Riders,3
"And so, with this win, Dhaka Dynamites leap up to the top of the ladder. The chase lacked steam until the 8th over, but Evin Lewis unleashed himself soon scoring 26 runs - which included 4 sixes - off the next over. Denly played the second fiddle, but found a way to hit timely boundaries. That injected the much-needed momentum and although the visitors lost both the aforementioned batsmen, the task never got out of hand with the likes of Shakib and Delport chewing the target with yawning ease. Unfortunately, by virtue of this loss, Chittagong Vikings find themselves with no hope of qualifying for the play-offs.",Dhaka Dynamites won by 7 wkts,T20,Chittagong Vikings vs Dhaka Dynamites,3
"Could well be the end of the road for the Kings. A woeful performance from them. In all three departments. After conceding the highest score of the season, they had to bat out of their skins to record a believe-it-or-not win. Unfortunately, their batsmen couldn't find any rhythm and kept losing wickets at regular intervals, and thus, had to cope with a huge defeat of 68 runs in the end. The Titans, on the other hand, reclaim the top spot and displace Dhaka Dynamites who possess a better net run rate among all teams.",Khulna Titans won by 68 runs,T20,Khulna Titans vs Rajshahi Kings,2
"'Small totals are always tricky to chase.' That adage holds perfectly true for this game. The top four Victorians batsmen, chasing a meagre total, tried too hard for boundaries in the initial overs and couldn't quite get going given the two-paced nature of the pitch. They somehow laboured along with decent contributions from their senior three; Tamim, Malik and Samuels. Credit to the Riders' bowlers for making a good fist of challenging the opposition despite a shambolic show with the bat.",Comilla Victorians won by 4 wkts,T20,Comilla Victorians vs Rangpur Riders,5
"That brings an end to the league rounds. Comilla Victorians stamp their authority with yet another clinical win. They never allowed Sylhet to gain the momentum. Having scored a decent total, they always were in with their noses ahead. But the way their bowlers came charging, particularly Hasan Ali, it never allowed Sylhet to have a go at the target. Liton Das is adjudged the Man of the Match for his heroics with the bat.",Comilla Victorians won by 25 runs,T20,Comilla Victorians vs Sylhet Sixers,3
"Khulna Titans are out of the tournament. And courtesy this 8-wicket canter, Rangpur Riders get another shot at finale. Gayle gets a big hug from Mortaza, who won a good toss, kept the target in check and allowed Gayle and Co. to unleash. But credit to Gayle for making the most of it, in the form of his fourth BPL hundred which helped him climb to the second spot on the list of run-makers this season. He hit 14 sixes, the most in an innings in BPL and gunned Khulna down as early as in the powerplay. This game was over before you could realize.",Rangpur Riders won by 8 wkts,T20,Khulna Titans vs Rangpur Riders,4
"That's a big win for Dhaka, gunning Comilla down to their first sub-hundred score in the history of BPL. There's still hope for Tamim's team. They will have a second shot at the finale berth, but can they recover from today's performance? An absolute mismatch of a contest between two top sides. Dhaka chose to bat and put the runs on the board. Despite a sluggish finish, they managed 191 which, in the end, proved to be more than enough. Comilla lost three wickets in the powerplay - Buttler being one of them - and that was a point of no return. Afridi got Tamim and Bravo in the same over when Comilla were looking to mount a partnership and that killed any hopes of a fightback.",Dhaka Dynamites won by 95 runs, T20,Comilla Victorians vs Dhaka Dynamites,2
"Joy for Mortaza. The fourth BPL title for him manifesting itself as Rangpur's first ever in the tournament's short history. Apt that Gayle gets to wrap the innings with the ball, after all but wrapping defending champions Dhaka with a blistering 69-ball 146 - his highest ever score in BPL that also happens to be the first century scored in the tournament's finale. Chasing 207, Dhaka looked baked. They didn't do themselves any favours, losing four inside the powerplay. Mortaza kicked things off with Maruf's wicket in the first over and then Gazi struck in consecutive overs, plundering away any chance Dhaka had at a rearguard. Jahurul Islam's rather quickfire fifty was as consolatory as it gets.",Rangpur Riders won by 57 runs,T20,Dhaka Dynamites vs Rangpur Riders,3
"A comprehensive win for Sirsa Warriors. Chasing a target of 131, their openers got them off to a flier and gave no openings whatsoever to their opponents. Kapil Kumar scored a dashing 73 with a strike rate of 192.11. He put on a 118-run stand with Talwinder for the first wicket. Panchkula Kings picked up four wickets, but it was all too late.",Sirsa Warriors won by 6 wkts, T20,Panchkula Kings vs Sirsa Warriors,3
What a match we had today. Sirsa were up against a mountain but got off to a flier. Gurugram pulled things back but Sarun kept batting with tremendous belief. Had the confidence of a lion to take the total down. Almost managed that but departed in the second last over to make the equation a little too tough. In the end Ankush Dhariwal held his nerves and helped Gurugram pull off this one.,Gurugram Gladiators won by 4 runs, T20,Sirsa Warriors vs Gurugram Gladiators,5
"A comprehensive win for Lancashire. James Anderson and his new ball partner - Mahmood set the tone scalping Hain and Barker respectively. Bell and Ambrose put on a 50-run stand for the third wicket. Once that was broken by Stephen Parry, there was no looking back for Lancashire. Parry finished with impressive figures of 3-12 off his quota of four overs and ensured that there wasn't any opening for Birmingham back in the game.",Lancashire won by 63 runs, T20,Lancashire vs Birmingham,2
"Lahore Qalandars win but only just. Feasting merrily on the no-balls and wides, mainly towards the end of the innings, Aaron Thomason stroked 44 off 27 to take Birmingham real close. Overs seventeen to nineteen yielded 42 runs, but in quite an anticlimax, Thornton ran out big-hitting Thomason and that was it, perhaps, as much as the wide off the first ball of the last over, with only 13 needed, might have suggested otherwise.",Lahore Qalandars won by 6 runs, T20,Lahore Qalandars vs Birmingham,4
