text,label
Ross Taylor played a fantastic knock and scored his 6th ODI century,pos
This is a much better outfit as they were bolstered by the comeback of Gayle,pos
"Narine was the wrecker-in-chief in this match, taking his first 5-wicket haul in ODIs, but all through the series he bamboozled the Kiwi batsmen as they struggled to score runs against him",pos
It was MacLeod who held the innings together and led his side to a big win,pos
"The opener started off silently, but launched a vicious assault to go from 66 to 101 in the space of 9 balls which left the bowlers and fielders surprised and shocked",pos
This is a big win for the Asian side and one that will give them a lot of confidence.,pos
Easy win for Afghanistan in the end,pos
Mohammad Shahzad got the right start for the Afghans with a blazing 48 while Nabi made sure that there were no hiccups towards the end with a sparkling fifty,pos
Finally Scotland held their nerve to prevail in a close match,pos
Emphatic win by the Irish here! They are just one win away from qualifying for the ICC World Cup 2015,pos
"After putting up a decent total batting first, they came on to put up a brilliant bowling show",pos
He then came on to put up his best bowling performance picking up 4 important wickets,pos
This is the first time that a game is tied in the ICC World Cricket League Championship,pos
But credit to the Ireland bowlers for making life difficult for the batsmen,pos
John Mooney was given to duties and he started off in grand fashion conceding just 2 runs in the first four balls,pos
But Rippon held his nerve and managed to stun the Irish by his lusty hits in the last two balls.,pos
What a spell by Mahmudullah! He completely changed the equation in favor of Bangladesh,pos
He gave just 4 runs in the 18th over and followed it up with a brilliant final over to help Bangladesh clinch the series,pos
Superb show from Bangladesh,pos
"They seemed to be down and out at one stage, but fought back superbly",pos
He followed up his 4 wickets with some blistering blows to seal the issue.,pos
A comfortable win in the end for the Proteas and they go one up in the series and dethrone England to claim the no.1 spot in ODIs also,pos
They were in the driver's seat after they posted a huge total on the board and that was mainly to a master piece innings of 150 by the modern day run machine Amla,pos
Jonathan Trott and Eoin Morgan stroked some wonderful fifties to guide England along,pos
Storming finish by England and they retain the No.1 rank irrespective of the next match,pos
"Bell played the anchor with an attractive 88 while Trott, Morgan and Kieswetter chipped in with useful scores.",pos
A convincing win for the T20 champions and they go into the T20 World Cup with lot of confidence,pos
"They didn't get off to a electrifying start, but the penultimate over from Parnell changed the course of the game as Buttler plundered 30 runs",pos
Phew! India made a meal of this in the final overs,pos
Sangakkara played a solid knock and Thisara chipped in with a wonderful cameo,pos
That seals a comprehensive win for Sri Lanka,pos
They have absolutley demolished India in this game and have come back in a very strong manner,pos
"After skittling India out for a low score, the Lankans made merry with the bat and piled on the pressure right from the start",pos
Dilshan played his natural game by going after the bowling while Tharanga displayed some immaculate timing,pos
Both batsmen got to their half centuries and Tharanga held fort until the end to see his side through to victory.,pos
Virat Kohli and Raina played magnificently to take India home,pos
Sri Lanka started off very well by dismissing Gambhir early and left India struggling at 60 for 3,pos
It was Raina then who partnered Kohli till the end and kept his composure,pos
"Credit this time though has to go to Kohli, who stuck at it right through the innings and piled on yet another century against Sri Lanka",pos
"Once he and Raina had settled in, they simply tore through the bowling line up",pos
Historic moment this for Scotland,pos
This is their first victory against a Test playing nation,pos
The Scotland bowlers kept things tight,pos
What a way to finish the game and what a way to come back after their loss to Scotland,pos
Tamim Iqbal played aggressively right from the start and never really let the bowlers settle down,pos
Netherlands struggled to get partnerships but Swart stayed on and almost took them home,pos
"He fell towards the end but the tail kept their nerves, and Ahsan Malik finished the game with a last ball boundary",pos
Netherlands will never forget this game of cricket - a thrilling and much deserved win for them.,pos
Yuvraj Singh managed a good show in his much awaited comeback but he will be a very disappointed man after failing to take India through,pos
Virat Kohli was outstanding too and India were in complete control with him out in the middle,pos
They took their time while batting before exploding in the end to get 272,pos
"Stanikzai showed good application in making a career best 66, Nabi chipped in with 46 and the tail swung around merrily to take Afghanistan beyond 200",pos
"They will have learnt quite a lot from today's match, they were beaten but certainly not disgraced.",pos
The spinners maintained the pressure throughout as Australia found the going tough,pos
"However, Michael Clarke and George Bailey showed admirable composure by striking solid fifties as they guided Australia to a four wicket win",pos
Comprehensive win from Pakistan,pos
"Jamshed's innings was the cornerstone, he played some scintillating strokes before the heat took a toll on him",pos
Azhar Ali and Misbah then made sure that the win was achieved without any more fuss,pos
"The openers started positively, the middle order stuttered in the face of some magic from Ajmal before Mike Hussey took over",pos
"He was lucky when Pakistan failed to review an LBW appeal on 0, added some vital runs with Wade to settle the nerves before Maxwell took over to seal the win",pos
He finished the match in some style and also completed his maiden ODI fifty.,pos
"Hafeez, Imran Nazir and Kamran Akmal enjoyed some batting practice and Pakistan finished the match with 31 balls to spare",pos
They will be happy with Kamran Akmal's contribution in particular; he looked aggressive and confident and helped himself to some runs as well,pos
"Oh boy, that concludes what has been a fantastic match",pos
Umar Akmal and Razzaq held their cool and scored the required 12 runs to clinch the series 2-0,pos
This is the sixth tied match in T20Is.,pos
A comprehensive performance by the Aussies,pos
"The openers Watson and Warner clicked big time and showed Dubai and those watching on TV, what destruction they could cause",pos
"Later, Starc and Cummins, with their pace and swing, literally ran through the top order and reminded Pakistan's fans just how unpredictable their side could be",pos
Ajantha Mendis now has the best haul in T20 cricket with match figures of 4-2-8-6,pos
Jeevan Mendis continued his wonderful match as he snapped up three wickets.,pos
Watson made all the difference for the Australians as they got off to a flying start and raced along to 60 in seven overs,pos
Dockrell sent back Warner but Watson powered his way to an aggressive fifty,pos
Australia lost a couple of wickets towards the end but White steadied the ship and helped them seal victory by 7 wickets.,pos
"Balaji gave the first breakthrough and that was followed by a triple strike from Yuvraj, which plucked the life out of the Afghan challenge",pos
"Mohammad Nabi fought down the order with a 17 ball 31, but when he fell to Ashwin, the game was well and truly India's.",pos
South Africa were never going to be troubled by this paltry score,pos
Levi and Amla ensured that they reached the target without any hiccups,pos
Levi got to his first T20I fifty (to go along with a century) as Zimbabwe suffered their 14th consecutive loss in T20Is,pos
Most of the NZ bowlers chipped in and helped the team achieve victory by 59 runs,pos
Very good cricket from Pakistan,pos
They batted superbly led by the impressive Nasir Jamshed,pos
Their bowling was effective without being spectacular,pos
He was brought in only in the 12th over but maintained his calm under pressure to help Pakistan get through,pos
"Imran Nazir put them away in style and together with Hafeez, the duo ensured that Pakistan made it through with little trouble.",pos
Umar Akmal played a mature hand and guided Pakistan along,pos
"However, it was Gul's 17 ball 32 that changed the tide of the match for Pakistan",pos
The 51 run stand between Gul and Umar Akmal made South Africa panicky as they leaked 36 runs in two overs.,pos
England complete a convincing win over New Zealand,pos
"While the other batsmen struggled a bit against the slow bowlers, Wright played a stunning knock, smashing five sixes and an equal number of fours in the process",pos
Sri Lanka have bossed this game and Mahela has played a perfect captain's knock,pos
The bowlers set it up first and Mahela guided them with the bat,pos
Sangakkara gave his skipper some solid support as the hosts chased the low target down with absolute ease.,pos
Another convincing performance from the Aussies,pos
2 wickets with the ball and a 47 ball blitz which saw him scoring 70,pos
Convincing win in the end for Sri Lanka,pos
"They have Lasith Malinga to thank for, he ripped through the top order in his first spell and returned at crucial times to dig a hole in the England line-up",pos
He was well supported by Kulasekara and Dananjaya as Sri Lanka wrapped it up in style,pos
Watson failed for the first time and it took a brilliant fifty from Michael Hussey to guide Australia past the target of 112 which was needed for them to qualify for the semi-finals,pos
Excellent cricket from Sri Lanka,pos
They have managed to defend a average score,pos
"The bowling was outstanding, were backed up by some athletic fielding, the pitch did play its part as it made the batsmen struggle to play their shots with any fluency",pos
It has been a wonderful performance from the West Indies,pos
They were much better in all departments today,pos
Gayle and Pollard took the game away as their big hits took West Indies beyond 200,pos
Bailey came in and scored his first T20I fifty,pos
New Zealand did very well with the bat,pos
In fact they got to their highest ever score against Sri Lanka in Sri Lanka,pos
Sri Lanka's chase was held together by Dilshan and Jayawardene,pos
The former was struggling but still stuck in to put on a good stand,pos
They did well to be ahead of the D/L par score when the rain came in and deservingly went 1-0 up in the series.,pos
The rain-marred game finally managed to produce some entertaining cricket,pos
Watling started it off with a splendid knock and Sri Lanka had a stiff target to chase,pos
"Dilshan had hung on in the initial stages and with Mathews for company, began to open up further",pos
The experienced duo upped the ante just when SL needed it and cruised to a comfortable victory.,pos
Sri Lanka never looked in any strife though it must be said that Boult and Southee beat the bat on numerous occasions during their opening spell,pos
Chandimal lived a charmed life and Boult could have got him at least a couple of times,pos
"After the initial difficult phase, the chase became relatively easy and though the batsmen slowed down considerably towards the end, the job was complete with ease.",pos
Bangladesh have outplayed West Indies in all departments,pos
200 was never going to be too much and it became very easy after Tamim Iqbal started the chase with an aggressive half century,pos
All the batsmen contributed in the chase which is a very good sign ahead of the series,pos
A spectacular victory for Bangladesh,pos
They have trumped their fancied opponents by a massive 160 run margin,pos
The spinners came into the party with Gazi and Razzak taking three wickets each,pos
This is also Bangladesh's biggest ever win in terms of runs.,pos
They lost a few wickets in a hurry towards the end but the presence of Samuels was vital,pos
"Bangladesh bowled their hearts out, especially the spinners who made the ball talk despite all the dew",pos
Bangladesh's jinx at Mirpur continues,pos
He followed his unbeaten 60 with an incisive burst that saw him grab 3 top order wickets,pos
He was well supported by Roach who took 2 as the hosts slid to 13/5,pos
"However, a fantastic 81 run stand between Mahmudullah and Rahim put Bangladesh back on track",pos
"However, they lost quick wickets again and it took a 53 run stand between Nasir Hossain and Mominul Haque to get Bangladesh closer to victory",pos
"In the end, Nasir Hossain held firm and scored the winning runs to seal a 3-2 victory.",pos
"Mahmudullah went past a half century and Tamim Iqbal almost made a century, but they missed out on a lot of scoring chances in the middle overs",pos
He conceded only 18 runs in his 4 overs in the middle and changed the game their way,pos
Yuvraj Singh dazzled with an all-round performance and should surely be the Man of the Match,pos
The chase was very professional from England,pos
The openers gave them a great start,pos
Yuvraj Singh pulled things back with a miserly spell where he picked up 3 wickets as well,pos
A lot depended on Morgan who came in late to take England across and he did it in style.,pos
"Except Kohli, all the recognised batsmen got going and looked like playing a big knock while they were in the middle",pos
"For England, it was off-spinner James Tredwell who was a revelation as he brought up his best ODI figures",pos
"Dernbach was costly, but picked up the big wicket of Dhoni.",pos
Ravindra Jadeja had a day to remember,pos
"He contributed with bat, ball and on the field to help India to a big win",pos
Bhuvaneshwar Kumar was the star early on,pos
His 10 over spell right at the top ensured that England were always on the backfoot,pos
"On a track that was aiding the spinners, his spell of 3/30 was worth its weight in gold",pos
It has been a professional batting performance from India,pos
"As far as the England bowling is concerned, it was Tredwell again who chipped in with the wickets",pos
This win will restore some pride for England,pos
Ian Bell was clinical in the chase,pos
The game was heading for a tight finish going into the last 10 overs but the dominant stand between Eoin Morgan and Ian Bell sealed it for England,pos
They will be elated to go home on a winning note.,pos
A straightforward win for the hosts despite missing many of their batting stars,pos
A superb century from Hughes and outstanding batting efforts from Bailey and Hussey set them up for a huge score on the board,pos
"The bowlers then stood up, Tharanga and Mahela were dismissed cheaply, Dilshan and Chandimal steadied the ship before the calamitous run-out of Dilshan started the slide",pos
Doherty and Maxwell stifled the scoring rate as they picked up wickets at regular intervals,pos
"However, Mathews steadied the ship and Thisara Perera supported him well",pos
Thisara finished off the game with a couple of sixes to help Sri Lanka go 1-0 up in the two match series.,pos
A nail-biting game this,pos
The revised target seemed to favour Australia but Sri Lanka's bowlers held their nerves and clinched the win,pos
An utterly dominant show from the hosts,pos
"After the loss of an early wicket, du Plessis, the first time skipper played a matured knock",pos
"Debutant, Quinton de Kock, got into his stride as well and it should give him some confidence that he stayed on till the end.",pos
Nicol and Brendon McCullum played their part and gave good support to Guptill as he flayed the South African attack,pos
He hit as many as six 6s and was particularly harsh on the spinners - Peterson and Phangiso,pos
"In the end, it was a well deserved victory for New Zealand.",pos
The Proteas fielded like tigers and their catching was of the highest standard,pos
Mclaren and Phangiso were the pick of the bowlers with 3 wickets each,pos
With that South Africa win the 3 match T20I series 2-1.,pos
Phew,pos
BJ Watling and Brendon McCullum got going thanks to a gritty partnership,pos
The 47 run stand for the 9th wicket between Kyle Mills and James Franklin got NZ closer to the target,pos
"In the end, Mitchell McClenaghan managed to survive and Franklin scored the winning runs as they won the first ODI at Paarl by one wicket.",pos
New Zealand have fought admirably,pos
Credit to them for keeping up the pressure and bowling and fielding brilliantly,pos
They have proven yet again that catches and sharp fielding can help win you a match,pos
"They were 167/1 at one stage, cruising along with Smith and Colin Ingram at the crease",pos
"Mills was the pick of the NZ bowlers with 2/28 in 9 overs, while Nathan McCullum and Guptill impressed in the field",pos
The visitors win the series 2-0 with one ODI to go.,pos
It was a see-saw battle all the way today,pos
261 wasn't an easy target but South Africa got a very good start,pos
"However, a dramatic finish courtesy Ryan McLaren ensured that South Africa wouldn't 'choke' again.",pos
Yet another India vs Pakistan thriller,pos
What a roller-coaster ride in just a span of 20 overs,pos
134 wasn't too big a target but Bhuvneshwar Kumar bowled a stunning spell on debut to send panic waves through the Pakistan camp,pos
"Pakistan were 12/3 at one stage, but Pakistan's skipper Hafeez and the experienced Shoaib Malik calmed them down with some steady batting, before going on the attack towards the end",pos
"Things turned again towards the end as India got a couple of quick wickets, but Malik stayed calm and took them through.",pos
A cracking game of cricket and India deservedly level the series 1-1,pos
Pakistan take a 1-0 lead in the series,pos
Deservingly too,pos
India did well to fight back from some tight situations,pos
There was a flicker of hope for India when Ishant Sharma sent back Misbah-ul-Haq but Shoaib Malik steadied the ship,pos
Jamshed went past his second ODI ton and helped Pakistan coast to a win.*,pos
India's bowlers and fielders delivered the win,pos
"There were a couple of missed chances - Dhoni dropped Misbah off Jadeja and Rahane dropped Hafeez off Ashwin, but those were rare blemishes on an otherwise great day on the field for India",pos
"Young Shami Ahmed and Bhuvneshwar Kumar set it up with a superb spell at the top, and the bowlers who followed just continued",pos
"Jadeja's 1/19 from 10 overs, Ishant's 3/36 and Ashwin's 2/47 say that it was a great teamwork from the bowlers.",pos
He was brilliant right through the game and ended up with 9 wickets in the match,pos
A superb century from Hughes and outstanding batting efforts from Bailey and Hussey set them up for a huge score on the board,pos
Philip Hughes' hundred proved to be a big difference in the end,pos
The Australian bowlers mixed it up very well,pos
Xavier Doherty stood out and his 3 wickets broke the spine of the Sri Lankan batting.,pos
Pakistan have demolished South Africa here,pos
The Proteas got off to a solid start as they raced to 50 in five overs,pos
He took four wickets in seven balls as South Africa collapsed,pos
"The other bowlers, especially Mohammad Hafeez, ran through the tail and in the end, Pakistan have emerged victorious by a margin of 95 runs.",pos
A captain's knock from Misbah,pos
He led the chase with his usual calmness and with a cool head,pos
Hafeez gave them a decent start and Younis and Malik put together vital stands with Misbah,pos
So a fantastic game of cricket comes to an end,pos
They got off to a good start with Mohammad Hafeez batting sensibly alongside Kamran Akmal before suddenly losing their way,pos
Shahid Afridi raised hopes with a quickfire knock,pos
Eventually they held their nerve to go 2-1 up in the 5-match series.,pos
They had the visitors in trouble at 33/3 before a superb 153 run stand between Misbah and Farhat led Pakistan on the recovery path,pos
"Both batsmen missed out on their tons, Pakistan endured nervy times as usual before limping past the winning post.",pos
A complete hammering,pos
"Only 33.1 overs were bowled today, which is less than a complete T20 game! This should completely demoralise the visitors",pos
They were bowled out for just 70 in under 24 overs and Australia had no problems getting to the target,pos
"Glenn Maxwell had some fun in the middle and slogged his way to a half century, but the star of the day is undoubtedly Starc",pos
His 5 for 20 completely blew away West Indies.,pos
A convincing win in the end for Australia,pos
"Starc was the chief destroyer once again, picking up 5 wickets",pos
He rocked the visitors early with 3 wickets,pos
"Powell resisted well with a wonderfully crafted 83, he was well supported by Dwayne Bravo who made an attractive 45",pos
 330 was a huge target but West Indies were in the game for a large part of the chase,pos
The Bravos put on a century stand and set up a very good platform but the big hitters couldn't do much,pos
His double strike in the 38th over took the life out of the West Indies chase.,pos
A comfortable victory for Australia in the end,pos
"Their batsmen set it up led by the Man of the Match, Adam Voges",pos
The chase was never going to be easy but West Indies began in earnest,pos
Until the halfway point they were well and truly in the game,pos
Balls being skied to the fielder and credit to the England bowlers as well for banging the ball in and generating extra bounce,pos
In the end skipper Stuart Broad led from the front with a four wicket haul and that pretty much sums up a fantastic day for England,pos
New Zealand finish a superb win over the visitors after a blitzkreig by their skipper Brendon McCullum,pos
Franklin came in at the end to sneak in a career best 4 wicket haul,pos
"If not for Buttler, England might not have even reached 100.",pos
A convincing win for England after they lost the first match,pos
"They bowled well collectively, with Anderson leading the pack with a fifer",pos
"Chasing 270, they got off to a solid start with the skipper leading from the front with a solid half century",pos
"They lost the openers in the middle overs, but Trott and Root stitched a match winning partnership of 121 runs for the 3rd wicket",pos
Root particularly impressed one and all with his range of shots and stayed unbeaten on 79 till the end.,pos
England have dominated the whole match,pos
"After the bowlers put up a clinical performance, the batsmen played with a lot of maturity",pos
"Eoin Morgan batted aggressively to get England closer to the target, before Joe Root scored the winning runs",pos
So the West Indies take a 1-0 lead in this 3-match series,pos
"Sunil Narine bagged three wickets, while Dwayne Bravo and Andre Russell bagged two each.",pos
A clinical performance from West Indies has helped them win the 3-match series 3-0,pos
But Darren Bravo played the sheet anchor role and stayed unbeaten on 72 till the end to see them through,pos
"Powell gave him a good company, but was again out to a loose shot",pos
"Yet another comfortable win for the West Indies, Zimbabwe were never really in the hunt, wickets at regular intervals pegged them back big time as the hosts swept the series 2-0.",pos
"After all the drama with the floodlights, the second innings started and it was going only Sri Lanka's way",pos
Janith Perera and Tillakaratne Dilshan started off with a bang and were going over ten runs per over,pos
"But even as the former departed, Dilshan combined well with Kumar Sangakkara and went onto make his 12th ODI hundred",pos
In the end Sri Lanka registered an emphatic 8-wicket win as they eclipsed the D/L target with 32 balls to spare.,pos
What a match it turned out to be in the end after being interrupted by the rain and at one stage it looked like it will be called off,pos
But Nasir held his nerve and stayed till the end to clinch a series levelling win for them,pos
"In the end, Bangladesh did well to come close to the Sri Lankan total and this was also their highest total batting second in T20Is",pos
"199 was always going to be a tough chase, but Ashraful started off well with some big hits",pos
Soon they lost wickets in a heap and once again it was Rahim who brought them back to the game with a responsible knock,pos
A convincing win in the end for Bangladesh after they survived a top order failure to post a decent score,pos
Ziaur Rahman was the wrecker-in-chief claiming his maiden 5-wicket haul to trigger the Zimbabwean collapse,pos
"But the credit must go to Nasir Hossain, who bailed Bangladesh out with a responsible knock after they were struggling at 94/4.",pos
"An easy win for Zimbabwe in the end, sets up the decider on Wednesday",pos
"They bowled well to restrict Bangladesh for a decent total and also overcame a late onslasught by Razzak, who notched up a fastest fifty",pos
"They lost wickets initially, but Taylor and Williams' partnership got them back to the game, with Williams staying unbeaten till the end to help them level the series",pos
Waller also supported him well and they romped home easily in the end winning by 6 wickets.,pos
What a turnaround for Zimbabwe after they were beaten badly in the 1st ODI by 121 runs,pos
Their batsmen clicked as a unit in both the ODIs they have won and that helped them take the 3-match series 2-1,pos
Mahmudullah's late onslaught helped them to post 247,pos
But Sibanda played a dream innings and also posted his 2nd ODI ton in the process to help Zimbabwe win the match quite easily,pos
Williams also chipped in with a quick-fire fifty and ensured Zimbabwe didn't face any further hiccup,pos
"Brilliant win for Zimbabwe! Who would have thought they will win this one? At one stage, Bangladesh were cruising with Shakib and Shamshur on a rampage",pos
Fantastic win for Bangladesh! They batted well to reach a competitive score and then bowled brilliantly to confound the hosts,pos
"Shakib bowled a remarkable spell, he picked up Taylor and Shingi and then cleaned up the tail as well",pos
"In the end, a comprehensive win for Bangladesh as they square the T20 series 1-1.",pos
A comprehensive victory in the end,pos
New Zealand were professional with the ball and took all their chances in the field,pos
They have now got a 2-0 series lead and will look for a whitewash at Trent Bridge.,pos
England did really well to put pressure on the New Zealand batsmen with some fine bowling,pos
What a game of cricket we've had tonight,pos
England were right in the chase from the word go,pos
Openers Lumb and Hales got them off to a blazing start,pos
Luke Wright continued the good work and got to his fifty,pos
But the visitors chipped in at regular intervals to keep a check on the run flow,pos
It was down to 35 from the last 3 overs thanks to a cameo from Bopara,pos
"But he was left stranded at the other end as Nathan McCullum, Ian Butler and Corey Anderson did the job for the Kiwis in the final overs and helped their side take an unassailable 1-0 lead in the 2-match T20I series.",pos
What an amazing match this turned out to be in the end,pos
"Despite a tough D/L adjusted target, Ireland fought well, thanks to a superb century from Stirling and some amazing hitting by Kevin O'Brien helped them come closer to the Pak total and they just prevailed in the end by 1 run",pos
Chris Gayle has once again stolen the show at his home ground with a power-packed display,pos
His 115 run stand with Johnson Charles laid the foundation for their win,pos
Gayle notched up his 21st ODI century and his first against Sri Lanka,pos
"Although the Lankans came back with a couple of quick wickets, West Indies were firmly in the driver's seat and they managed to seal victory with a bonus point as they chased the target down in less than 40 overs.",pos
They did a great job of restricting the strong Indian batting line-up to an average score,pos
The birthday boy Kemar Roach kept his cool and played calmly to escort his side to safety,pos
"Despite the absence of their skipper MS Dhoni, they battled hard, led by the aggressive Virat Kohli who rotated his bowlers and fielders admirably.",pos
Herath and Senanayake chipped in with wickets at crucial intervals as Sri Lanka rounded off the perfect day in style,pos
Kohli has registered his first win as skipper,pos
Roach and Narine delayed the inevitable with a 58 run stand but Jadeja took the remaining wickets to seal a massive 102 run victory,pos
India's victory has given them the bonus point and the tournament is now wide open.,pos
West Indies started off very slowly as Eranga and Mathews bowled with discipline,pos
"However, a 123 run stand between Simmons and Darren Bravo gave West Indies some hope with both batsmen notching up gritty half centuries",pos
Mathews was the star for Sri Lanka with 4/29 as his team performed admirably.,pos
India were coasting at 139/3 with Rohit Sharma batting well,pos
Herath was the chief destroyer and he snapped up Ravindra Jadeja and Ashwin in quick succession in his final over,pos
"However, Dhoni hung in there as wickets tumbled at the other end",pos
"In the last over bowled by Eranga, Dhoni was in his elements as he smashed a six, a four and then a six as India clinched a thriller by one wicket",pos
This has been a memorable final and India's golden run in ODIs continues.,pos
Their bowlers struck in regular intervals and the Kenyan batsmen also fell to some poor shots,pos
Goudie chipped in with three wickets while Drummond and MacLeod picked up two wickets each,pos
Scotland lead the 2-match series 1-0,pos
"Well, it was a one-man show all throughout the game",pos
"Shahid Afridi, on his comeback, first bailed the side out of trouble with the bat, and with the ball, he was near unplayable accounting for 7 wickets",pos
Afridi now has the second best bowling figures in an ODI,pos
Pakistan go 1-0 up in the 5-match series.,pos
Pakistan were victorious in the first game,pos
"West Indies made a decent score today and more importantly, they bowled really well upfront",pos
Umar Akmal was the only other successful batsman for the visitors,pos
Narine was the pick of the bowlers and he strangled them with 4 wickets,pos
"In the end, West Indies have managed a comprehensive win.",pos
Phew! What a game of cricket,pos
The game was boring when Samuels and Bravo could never really get going and after a flurry of wickets it got interesting,pos
Simmons and Samuels steadied the ship before both were dismissed,pos
The rain has brought in some luck with it for Pakistan,pos
"They were not doing that great before the rain break at 17 overs, but once play restarted they were outstanding",pos
"In the end, Umar Akmal finished the game off with 6 balls remaining hitting a flurry of boundaries in the penultimate over",pos
"However, Umar Amin stepped up and scored runs at will",pos
His 47 laid the base for Pakistan's march towards victory,pos
Zulfiqar Babar struck a four and a six in the last over to seal a thrilling two wicket win for Pakistan,pos
Fantastic win for the hosts! This is South Africa's second biggest defeat in ODIs by runs,pos
"Malinga cleaned up Ingram on the very first ball after which, Petersen, Duminy and de Villiers chipped in a few runs and it looked like the visitors were fighting back",pos
Sri Lanka lead the 5-match series 1-0,pos
Peterson fell in the first over bowled by Malinga before Petersen and Duminy strung a solid stand,pos
"However, the Sri Lankan bowlers bowled with discipline and never allowed the Proteas to get away",pos
"In the end, rain had the final say and Sri Lanka won the match by 17 runs (D/L method) to go 2-0 up in the series.",pos
"South Africa finally taste victory in Lankan soil against the hosts since September 2nd, 1993",pos
A dominant partnership between Dilshan and Sangakkara ensured that SL won the match with a huge degree of comfort,pos
,pos
The duo added 184 runs for the 2nd wicket and all but sealed the victory for the hosts,pos
Sri Lanka go 3-1 ahead and deservingly so.,pos
A comfortable win for Sri Lanka in the end,pos
Dilshan led from the front and it was apt that he finished things off,pos
"Mahela was the ideal foil for him, but SA clawed back in the middle overs only for Thisara to ease the hosts past the winning post",pos
A comprehensive victory for the Indians,pos
Virat Kohli scored his 2nd ton as captain in just 4 matches and was well supported by debutant Ambati Rayudu as the visitors chipped away at the target,pos
Kohli and Rayudu helped himself to a half century to seal India's dominance,pos
India go 1-0 ahead and continue their winning streak.,pos
Yet another comprehensive performance from India,pos
Shikhar Dhawan set the tone with a fine albeit chancy century,pos
"In the reply, Zimbabwe got off to a solid start",pos
"For India, Unadkat had a very good day",pos
He picked up 4 wickets and ran out Taylor as well,pos
Virat Kohli led from the front yet again and helped India to their 3rd straight win of the tournament,pos
This win was set up by the bowlers,pos
The target of 184 was never going to be enough to trouble India,pos
The start was solid and Kohli stayed through till the end to guide his team to a comfortable win.,pos
Easy win in the end for the Indians,pos
Rohit Sharma scratched around but made sure that he did not throw his wicket away,pos
"Raina, promoted to No 3 made the most of the chance as the duo scripted an impressive partnership",pos
India now go 4-0 up and will look to complete the whitewash when the two teams meet on Saturday.,pos
Another routine win for India and they take the series 5-0,pos
"In the end, Jadeja batted through and ensured a comfortable win for his side",pos
An easy win for Pakistan in the end,pos
The hosts started off well with Masakadza and Sibanda puttting up a 53-run opening stand,pos
The spinners were exceptional and quick strikes pegged back Zimbabwe as their scoring rate decreased,pos
Tanvir made sure he bowled a disciplined line to give the visitors a comfortable 25-run victory in the first match.,pos
Clinical performance by the visitors as they clinch the two match T20I series,pos
"After putting up a competitive total on the board, they were brilliant with the ball as well",pos
"Hafeez, in particular, was fantastic as he picked up 3 important wickets",pos
"This is the 13th bilateral T20 series win for Pakistan, the most by any team.",pos
What a clinical performance from Zimbabwe,pos
They end the 15 year winless drought against Pakistan,pos
"Chasing a decent total, they got off to a solid start and the opening pair put on 107",pos
Taylor found some form at a crucial time and Williams played a blinder at the end to see them through without much fuss.,pos
They looked good to take the fight to the Pakistan camp when Taylor and Waller were batting together,pos
Junaid was the best bowler on view and he deserved all the accolades.,pos
A clinical performance from Pakistan and they take the series 2-1,pos
"They had not won a series for the past 10 years which was levelled at 1-1 or 2-2, but they have broken that",pos
In the end Misbah bailed them out with a fighting fifty,pos
A comprehensive win in the end for Australia,pos
"After being put into bat, Finch gave them a dream start and whatever he connected went out of the park and he ended up hitting the highest ever individual score in T20Is",pos
Root once again played a wondeful innings despite getting hit on the grill,pos
In the end the Australian bowling proved to be the game changer as they used the yorkers frequently,pos
Comprehensive victory in the end for England,pos
Dernbach was the best England bowler and he ended up with three wickets.,pos
A comprehensive win for Australia in the end,pos
Johnson was the pick of the bowlers taking 4 for 36.,pos
A clinical performance from Australia has helped them win this one quite easily,pos
This is also their first win in an ODI against England since 2011,pos
"Put into bat, they posted a huge total on the board, thanks to Clarke's first ODI ton against England",pos
Their bowlers then responded well with some accurate bowling,pos
A fantastic knock from Jos Buttler has helped England level the series 1-1,pos
England were left floundering at the start when Clint McKay's hat-trick left the hosts at 8/3,pos
"However, after they got their eye in, they played some wonderful strokes and registered gritty fifties",pos
"However, some positive strokeplay from Buttler and some help from Stokes ensured England won this match by three wickets to remain unbeaten at Swalec",pos
Faulkner bagged three wickets while Johnson was again outstanding with the ball and picked up two wickets.,pos
This is an emphatic win for Bangaldesh,pos
They were chasing a stiff total and did well to get there with 4 balls to spare,pos
The openers gave them a good start as they added 61 and laid the platform,pos
Shamsur was excellent and missed out on a well deserved hundred,pos
He was well supported by Naeem Islam,pos
In the end the cameo from Nasir Hossain took them home,pos
Skipper Rahim kept them in the hunt after a flurry of wickets at the start,pos
Mahmudullah and Gazi shared a fantastic 57-run stand for the 7th wicket and threatened to take the game away from New Zealand,pos
What a story Yuvraj has written for himself,pos
This was his comeback match and he is back with a bang,pos
But it was the Yuvraj and Dhoni partnership of 102 that took India home,pos
"The former was the aggressor as he paced his innings superbly and scored his highest T20I score, he was well aided by his skipper who played second fiddle.",pos
A comfortable win in the end for Australia,pos
Johnson was fiery in every spell and was probably the best bowler for the visitors,pos
He was helped along very well by the rest of the bowlers as Australia take a 1-0 lead in the 7-match series.,pos
Excellent run chase and once again the top three batsmen set it up for the Indians,pos
"Dhawan started well, he was once again lucky tonight, dropped twice on 19 and 56, as he scored his 4th ODI hundred",pos
He was well supported by Rohit Sharma as the pair added 178 runs for the 1st wicket,pos
It is a comprehensive victory for Pakistan,pos
The Pakistan bowling once again came to the rescue after their poor batting,pos
