text,score,match_type,team,label
"Chasing 232, the intent was pretty clear from Smith and Gayle. Though the former perished early, Gayle bludgeoned the bowling and shared a record 152-run stand for the second wicket with Samuels. It looked like West Indies would win with three overs to spare, but Wiese brought the hosts back by removing both in quick succession. The visitors lost their way slightly as South Africa picked up 5 wickets in a space of 38 runs. However, Sammy stayed calm when it mattered and took West Indies past the line to achieve a record win. Phew! Insane stuff from the Caribbean boys!",West Indies won by 4 wkts,T20,South Africa vs Windies,5
"Scotland gave it their all in defending the paltry 216 that their batsmen put up. At one stage, they had the Irish reeling at 5/100. However, Niall O'Brien held one end up and kept going even as wickets tumbled at the other end. In the end, the elder O'Brien brother remained unbeaten on 80 and took his side home. Wardlaw was the pick of the Scottish bowlers, he was well supported by the rest, but they just didn't have enough runs on the board.",Ireland won by 3 wkts,ODI,Ireland vs Scotland,3
"The Australian bowlers were exceptional. Although Starc had an off-day, the rest of his mates stepped up. Hazlewood was outstanding with the new ball, bowling tight line and lengths, Johnson was at his fearsome best and Maxwell too varied his pace to pick up his career-best figures. The fielding too was terrific as they pulled off some stunners in the field. Overall, it was an all-round performance from the hosts. ",Australia won by 112 runs,ODI,Australia vs England,3
"New Zealand win comprehensively at the end. They got off to a blazing start with Brendon McCullum going hard at the new ball. However, he perished in the fourth over after hitting four boundaries. Guptill and Latham got together and stitched a 44-run stand before the latter departed. Guptill followed soon after and it seemed at one point that they would miss the solidity of Williamson in the middle order. However, Taylor and Elliott then took on the mantle of seeing their team through. Taylor's good form in 2015 continues and Elliott continues to justify his selection in the World Cup squad ahead of Neesham. Both registered fifties and took the hosts home. The Pakistani bowlers bowled well in patches, but nothing to really trouble the Kiwis.",New Zealand won by 7 wkts,ODI ,New Zealand vs Pakistan,3
"Another comprehensive victory for New Zealand. Pakistan started off well through Shehzad and Hafeez, who added 111 runs for the opening stand. Both batsmen got to their respective fifties before the former threw it away. Hafeez kept going, but the climbing run-rate got the better off him. Misbah came out with an attacking mindset, but didn't get any support from the other end. None of the other Pakistani batsmen tried to play themselves in as they all fell while looking for runs.",New Zealand won by 119 runs,ODI,New Zealand vs Pakistan,2
"Another comprehensive win for the Proteas. They have sealed the T20I series 2-0. Soumya Sarkar got Bangladesh off to a blazing start, Tamim struggled but stuck it out for a while before Parnell sent him packing. However, the introduction of spin brought about the downfall of the hosts. Bangladesh were never in the game once they lost Sarkar and Shakib. Leie was excellent with his leg-breaks and was well supported by Phangiso and Abbott. The trio shared 9 wickets between them. A mention should be made of the South African fielding as well as they took some terrific catches.",South Africa won by 31 runs,T20,Bangladesh vs South Africa,3
"At 97/0, Zimbabwe would have had high hopes of bagging a rare series win, but the wickets of Chamu Chibhabha, Hamilton Masakadza and Elton Chigumbura in quick succession hurt them badly. Craig Ervine and Sean Williams were involved in a brisk stand but the former ran himself out. Soon Sikandar Raza gifted his wicket away and with Regis Chakabva too following him shortly, Zimbabwe looked down and out. However, Graeme Cremer gave decent support to Williams, who was fighting hard. The left-hander also recorded a fifty but once that partnership was broken, New Zealand managed to pick wickets at regular intervals and eventually sealed the match with 14 balls to spare. Mitchell McClenaghan was the pick of the bowlers with three wickets, while Ish Sodhi bagged two.",New Zealand won by 38 runs,ODI,Zimbabwe vs New Zealand,3
"A fine all-round show by the tourists helped them to thrash Zimbabwe in the only T20I. If George Worker essayed an enterprising knock, then the bowlers picked up wickets at regular intervals to restrict the hosts to a meagre total. Adam Milne and Mitchell McClenaghan bowled with a good burst of pace to trouble the opposition ranks and made key breakthroughs. James Neesham, Ish Sodhi and Nathan McCullum were also among the wickets. Zimbabwe never seemed to be in the game after losing early wickets. Only Craig Ervine played a handy knock. New Zealand were also very good in the field. Earlier, Worker on his T20I debut, explored every nook and corner of the ground to smash a fifty. Luke Ronchi and Colin Munro notched up quick-fire cameos in the end overs.",New Zealand won by 80 runs,T20,Zimbabwe vs New Zealand,2
"South Africa put up a fine all-round show to overcome the tourists in the first T20I. Hashim Amla held the innings together with a steady knock. Rilee Rossouw and AB de Villiers played breezy knocks as the hosts registered a convincing win. When van Wyk was dismissed, New Zealand had a window of opportunity, but the 50-run stand between de Villiers and Amla put the home team in command. Even though, Rossouw and Amla lost their wickets in the end, the Proteas coasted towards an easy win. Doug Bracewell, Mitchell McClenaghan, Adam Milne and George Worker picked up a wicket apiece, but they needed more from their bowlers.",South Africa won by 6 wkts,T20,South Africa vs New Zealand,2
"The players shake hands with each other and the Australian players are all smiles as they walk back. When the third wicket partnership between Niall O'Brien and Ed Joyce was growing strong, Australia were under serious pressure, but once that stand was broken, the visitors came back well to gain the upper hand. The start wasn't good for Ireland as they lost the openers inside 2 overs, but Ed Joyce and Niall O'Brien steadied the innings. There were a few rain breaks and it looked as if it was going to favour the team batting second, but Australia captured key moments to seal the contest. Nathan Coulter-Nile finished with three wickets, while Mitchell Starc and Pat Cummins bagged two apiece.*",Australia won by 23 runs (D/L method),ODI,Ireland vs Australia,2
"Despite putting up a fine all-round show in the field, the hosts slipped towards a defeat. Imad Wasim starred for the visitors by picking up four wickets in his quota of four overs. On a track, where it was stopping on the batsmen, Zimbabwe struggled to counter the unremitting control of Imad. Hamilton Masakadza showed self-belief at top of the order. However, just when it felt as if, he had steadied the innings, Masakadza was dismissed by the man of the moment, Imad. Chigumbura then landed a few powerful blows and stitched a key stand with Utseya, but they had too much to do.",Pakistan won by 13 runs,T20,Zimbabwe vs Pakistan,4
"Another abject performance with the bat from the hosts. The top-order fell in a heap and despite the best efforts of Sean Williams and Sikandar Raza, it was a mountain that proved too steep. Chigumbura struck some late blows, but it only lessened the margin of defeat. Once again, Pakistan's bowling turned out to the difference between the two teams. Imad Wasim was impressive once again and the pacers made sure that his efforts didn't go waste.",Pakistan won by 15 runs,T20,Zimbabwe vs Pakistan,3
"Miller failed to impress once again and Behardien failed to convert a start. However, de Villiers was growing strong at one end and at one stage it appeared as if he would single-handedly take the Proteas home. Soon after he completed his 22nd ODI hundred, Bhuvneshwar removed him and South Africa could never really recover from the blow. Eventually, Dhoni's boys sealed the contest by 35 runs, but the captain would have ideally wanted his bowlers to bowl the opposition out. Bhuvi bagged three wickets, while Harbhajan picked up two. Mohit, Axar and Mishra bagged a wicket each.",India won by 35 runs,ODI,India vs South Africa,4
"England didn't get to the best of starts as they lost Roy and Root inside the first six overs. Morgan and Hales held the innings together and stitched a 60-run stand for the third wicket. Hales looked good in his stay, but the 20-year old Zafar Gohar nipped him out with a lovely flighted delivery. Morgan soon followed Hales as he missed a straighter one from Malik. Once Morgan got out, it seemed as if Pakistan were right back in the game. Although Taylor and the under-pressure Buttler had a tough initial period, the duo nudged and nurdled their way to a match-winning 117 run partnership and helped England lead this 4-match ODI series.",England won by 6 wkts,ODI,Pakistan vs England,4
"225 was a tricky chase but Sri Lanka handled it pretty well and in the end won the game easily. Just like the previous game, Kusal Perera and Tillakaratne Dilshan got the side off to a great start. Sunil Narine though came on and knocked over the latter first ball with a seam-up ball that swung back in and totally deceived the batsman. Lahiru Thirmanne then joined Perera at the crease and the duo shared a massive 156-run stand for the second wicket to ensure a smooth sail for the hosts. Perera fell 1 run short of what would have been a well-deserved 3rd ODI hundred. By the time he got out, Sri Lanka were well ahead and Dinesh Chandimal and Thirmanne completed the formalities. Barring Narine, none of West Indies' bowlers were impressive.",Sri Lanka won by 8 wkts (D/L method),ODI,Sri Lanka vs Windies,3
"Zimbabwe might have taken it to the 50th over, but they were always in control of the run-chase. Mutumbami looked in good touch as he brought up his third ODI fifty. Cameo from Williams in the middle kept the scoreboard moving. Then the experienced duo of Chigumbura and Raza were calm as they took their team over the finish line. Afghanistan bowled tight line and lengths, but they did not have enough runs on the board. Amir Hamza was the pick of the bowlers as he ended with figures of 3 for 47. Another 15-20 runs would have made the match more interesting.",Zimbabwe won by 6 wkts,ODI,Zimbabwe vs Afghanistan,2
"The tourists played with pluck and steel to pull off a thrilling win and seal the series 2-0. Usman Ghani and Mohammad Shahzad gave them a rollicking start with an enterprising stand of 95. However, both of them fell in quick succession. Zimbabwe then clawed their way back into the game by taking wickets at regular intervals. It was Gulbadin Naib, who held the innings together with a determined effort. He remained not out and guided them home. Shafiqullah too played his part with a crucial boundary in the final over. Earlier, Sean Williams and Mutumbami had taken the hosts to a substantial total.",Afghanistan won by 5 wkts,T20,Zimbabwe vs Afghanistan,2
"A crushing victory for New Zealand. Brendon McCullum was off to a flier, he was well supported by Martin Guptill. The Sri Lankan bowlers didn't know what hit them. McCullum registered his fifty in 23 balls, Guptill was just slightly slower and New Zealand got their team 100 in the 9th over. Both fell but the task had been completed by then. Nicholls helped himself to useful runs as the hosts' chased down the target - with 174 balls to spare.",New Zealand won by 7 wkts,ODI ,New Zealand vs Sri Lanka,2
"A complete performance from Angelo Mathews and his men. The bowlers put up an impressive performance, restricting the hosts to a par score on this pitch. Danushka Gunathilaka was a man on a mission, belting a 45-ball 65. Dilshan was happy to play second fiddle, but took over after his partner fell. He was unlucky to be dismissed in the nervous nineties. Lahiru Thirimanne then ensured that there were no further hiccups as he took his team home, in the company of Dinesh Chandimal.",Sri Lanka won by 8 wkts,ODI,New Zealand vs Sri Lanka,2
"Riding on Luke Jongwe's 5-for, Zimbabwe thrashed their opposition ranks to script a superb turnaround and emerge victorious. With this win, Zimbabwe now trail the series 1-2. Only Mohammad Shahzad checked in a series of shots to keep the scorecard ticking for the hosts. Rest of the batsmen though, fell to Jongwe and Madziva's incisive bowling. The duo shared eight wickets between them. Earlier, Masakadaza and Cremer stitched a key century stand to help the tourists make a smart recovery after they lost a slew of wickets up front. In the end, Zimbabwe's total proved to be too much for Afghanistan.",Zimbabwe won by 117 runs,ODI,Afghanistan vs Zimbabwe,2
"Changes in the batting order didn't help the Zimbabwean cause as they got off to a disastrous start, losing five wickets in quick succession. Their innings never took off as they were reeling at 34/5 early on. Masakadza and Moor then got together for a 71-run stand, but Zimbabwe were always chasing the leather. The Zimbabwean opener got to his fifty, but both Moor and him departed soon after. It was only a matter of time before Afghanistan wrapped things up after that, which they did with the first ball of the 18th over.",Afghanistan won by 81 runs,T20,Afghanistan vs Zimbabwe,2
"The hosts were off to a flier, Warner and Finch meant business, right from the first ball. They were helped along by some ordinary bowling by Ashwin. Bumrah came in and provided the visitors with some relief, Warner fell for 17. Steve Smith and Finch looked in cruise control, until the former was sent back by Jadeja. It was followed by a dramatic collapse. 4 wickets went down in quick succession. The late order had too much to do and ended up throwing their wickets in the process.",India won by 37 runs,T20,Australia vs India,3
"New Zealaned looked like they were coasting towards victory at one stage, but a middle-order meltdown cost them dear. They lost Guptill early, after a horrible misunderstanding with his skipper. It didn't matter a lot, Williamson struggled but fought his guts out, Munro took the attack to the bowling and an easy win was on the cards. Pakistan kept pegging away, Munro was cleaned up for 56, the inexperienced middle-order faltered and Williamson was left to do too much towards the end.",Pakistan won by 16 runs,T20,New Zealand vs Pakistan,3
"New Zealand go 1-0 up in the 3-match series. No one would have thought about this result when the hosts slumped to 99/6 after being asked to bat first. Nicholls and Santner lead the recovery. Henry and McClenaghan made merry towards the end, although the latter was felled by a hostile bouncer. That forced him out of the game and Williamson was left a bowler short. Elliott filled up for the breach, his bowling was disciplined and he was helped along by some reckless batting from Pakistan's openers. Hafeez and Babar Azam led the recovery, but both fell to indiscreet shots. The pressure of the rising rate took its toll on the rest and the tail collapsed badly, despite a brief fight from Sarfraz.",New Zealand won by 70 runs,ODI,New Zealand vs Pakistan,3
"New Zealand take the 3-match series 2-0. Pakistan gave a good account of themselves, but will be probably look back at their own batting collapse which cost them plenty of runs. 291 wasn't going to be an easy chase. It got worse after skipper Brendon McCullum went for a first ball duck. Martin Guptill and Kane Williamson took charge, added a record second wicket stand before both fell in their eighties. Pakistan kept fighting and reduced the hosts to 210/5 when rain finally forced a break in play. Upon resumption, they should have had Ronchi, but he was reprieved by Hafeez and then Corey Anderson got a big share of luck - after umpire Billy Bowden failed to detect a faint edge. Both were dismissed, but New Zealand completed the chase - with 3 wickets and 2 balls to spare.",New Zealand won by 3 wkts (D/L method),ODI,New Zealand vs Pakistan,4
"An easy win for Mortaza's men in the end. 163 was a good total on this track but the Bangladesh batsmen showed patience after losing a few wickets in the middle to seal this one. The experience of Shakib once again did the trick for them, he kept his calm and was amply supported by Nurul from the other end. Earlier, it was the pocket-sized dynamite Mushfiqur Rahim and Sabbir Rahman who got a good partnership in the middle overs to keep Bangladesh in the chase. Zimbabwe will rue their luck, their middle order failed else they could have posted at least 20 more on the board. When they came onto bowl, the hosts never allowed them to settle in and runs kept leaking. This is also the highest run chase by Bangladesh in T20Is.",Bangladesh won by 4 wkts,T20,Bangladesh vs Zimbabwe,3
"After UAE posted a challenging 172 on the board, Oman found it hard to get going. Their innings was dented by a flurry of wickets in the first 7 overs. Opener Zeeshan Maqsood showed some fight and resolve but the rest of the batters couldn't lay bat on ball. In the end, it was a walk in the park task for UAE who cruised through",United Arab Emirates won by 71 runs,T20,Oman vs United Arab Emirates,2
"This was a fierce battle where Pakistan almost turned up - with the ball and in installments. Powered by Bangladesh's top-shelf bowling effort and helped by Pakistan's aversion to singles, a target of 130 resulted and Bangladesh hunted it down but not sans drama. An Amir yorker stunned Soumya Sarkar just when his impending fifty looked set to sail Bangladesh through and then Shakib lost his stumps to spell danger. The Amir-effected wickets sandwiched Mushfiqur Rahim's debatable LBW and hopes then ballooned. Bangaldesh's pursuit for a stable start was cut short earlier, much like Tamim's peekaboo innings which featured a gigantic six before he perished to Irfan in a 4-ball stint. Sabbir Rahman's red-hot form yielded to some Afridi magic but there just weren't enough runs in the bank. Mahmudullah and Mortaza rode on Sami's hospitable no ball-laden over to set up a blockbuster finale against India.",Bangladesh won by 5 wkts,T20,Bangladesh vs Pakistan,2
"A target of 159 isn't so-so and more so on a slow, low Nagpur pitch. Zimbabwe were frugal with runs early on, bowling tight lines until Campbell yielded. His debut at 44 years of age lasted 19 balls for a meager 9 runs. Atkinson went on to score a fifty, the first ever for Hong Kong in a WT20, but Hayat and Chapman failed to hold fort at the other end. The opener couldn't carry on and perished trying to up the ante when the run rate spilled into danger zones. Captain Afzal was dropped on 17 but there was too much left to be done. Flurry of late wickets denied him the strike and both Tiripano and Chatara ended up with two wickets apiece in the win.",Zimbabwe won by 14 runs,T20,Hong Kong vs Zimbabwe,2
"So we have the first lopsided result of the tournament. Hong Kong started well with both bat and ball but didn't take long to lose their way either time. 117 would have taken some defending. And they weren't good enough. The bowlers were disciplined to begin with and managed to curb Shahzad's natural instincts early on. That was before Nadeem's left-arm spin unleashed all evil and opened the floodgates. Shahzad was eventually stalled at 41 mistiming a slog to long-off, and then a spurt of wickets towards the end induced a stutter but Najibullah broke the trance, took the match by the scruff and romped home.",Afghanistan won by 6 wkts,T20,Afghanistan vs Hong Kong,2
"The umpires had a chat about the rain, as it got heavier they have called for the covers. The players are making their way out to the pavillion and some good news for the Proteas, they are 4 runs ahead of the par score. We will start losing overs after an hour's delay. South Africa have won the match by 4 runs according to D/L method. For a change, D/L works in South Africa's favour! But spare a thought for Sri Lanka. They were a much better team today, and would have fancied their chances of winning the game.",South Africa win by 4 runs (D/L method),ODI,SL SA,1
"A clinical performance by Pakistan enabled them to romp home quite easily by 7 wickets in the end. Opting to bowl first, their bowlers gave them a perfect start by taking early wickets with Junaid and Ajmal being the pick of the bowlers. Chasing a paltry total of 97, the openers were off to a steady start and Hafeez in particular played aggressively and reached to his fifty also",Pakistan won by 7 wickets (D/L Method),ODI,PAK IRE,1
Total dominance by Sri Lanka as Canada were never in the game even for a moment. The bowlers backed up the good performance of the batsmen with a clinical display and Canada lost whatever little hope of a fight they had after Davison was sent back first ball by Perera. Sri Lanka will be very confident going into the next game and Canada have not displayed any reason for the ICC to change their stance on minnows in the next WC.,Sri Lanka won by 210 runs,ODI,CA SL,1
"South Africa will reflect upon the chances that they failed to convert. Parnell dismissed Perera off a no-ball, a host of gilt-edged run out chances were missed and Morne Morkel compounded the misery by dropping a skier off Mathews. They looked listless in the field in the final hour and one saw the worst of their fielding. They will want to finish the home summer on a high and the Highvelds await another cracker of a contest between these two teams on Sunday. Sighs of relief in the Sri Lankan camp, the support staff stand and applaud a well played innings from Perera. Dilshan and Sangakkara share a warm hug. This win must boost the morale of the Lankans as well as that of the underfire Dilshan and Geoff Marsh. They have had a torrid time in the ODIs and have a win to show for their efforts. This is the highest ever chase at the De Beer Diamond Oval, Kimberley.",Sri Lanka won by 5 wkts,ODI,SL SA,2
The pitch offered turn right from the first ball and Bangaldesh had done very well to restrict Pakistan to a low score after a quick start by their openers. The batsmen needed to make it count but put in a listless display. Not even one batsman offered a fight and wickets tumbled at regular intervals as Bangladesh struggled for momentum. Pakistan extend their winning run and Bangladesh's woes continue.,Pakistan won by 50 runs,T20,PK BAN,2
"Bangladesh just cannot defeat Pakistan. After bundling Pakistan out for 177, Bangladesh might have fancied their chances of victory. Although they lost Tamim to the first ball, Mahmudullah and Nafees shared a 69 run stand for the second wicket. It seemed that Bangladesh would coast along to the target.Then, a power failure followed. After a break of 15 minutes, Pakistan came out and Bangladesh crumbled under the pressure generated by the spinners. From 69/2, they stumbled to 83/6, with Hafeez and Rehman bowling like a dream. Kapali and Reza strung a partnership but a poor call from umpire Cloete ended the partnership and the Bangladesh tail failed to wag.",Pakistan won by 58 runs,ODI,PK BAN,2
"West Indies have defeated Bangladesh comprehensively, thus avenging their T20 defeat. Bangladesh made a wrong move right at the start of the innings, sending Islam to open with Tamim. The former played out too many dot balls and the pressure, eventually got to the Bangladesh batsman. Shakib tried hard to resurrect the innings with a quick fifty, but did not get support from the other end. For the West Indies, Rampaul and Samuels bowled their hearts out picking up 2 wickets in the process. Samuels especially, got through a lot of quick and tight overs strangulating the Bangladeshi batsmen. In the end the asking rate was too much for the tail and they fell short of the target.",West Indies won by 40 runs,ODI,BAN WI,2
"A target of 221 could have been a tricky one, given the nagging length that the Bangladeshi spinners bowl. But Simmons and Hyatt defended well and kept the scoreboard ticking at a steady pace. Once they bowlers started wearing out, they jumped on the accelerator. Hyatt got out for a well made 39. The man to replace him, Samuels just gave an example of his hunger for runs. He negotiated the good deliveries and mauled the bad ones. Simmons plodded away to another half century, his 8th score of 50+ in as many innings. With this performance West Indies have sealed the series",West Indies won by 8 wkts,ODI,BAN WI,2
"Bangladesh could not have timed this better. It has started to drizzle in Chittagong and they will be relieved. This is their second biggest win in terms of balls to spare in ODIs. On a sluggish Chittagong track, Bangladesh have huffed and puffed their way to the target. Tamim played slowly but the target was too little to defend for the West Indies bowlers. They will be disappointed with their poor show with the bat in this match but they will be happy that they won the series 2-1. Stay tuned for the presentation",Bangladesh won by 8 wkts,ODI,BAN WI,2
"A thumping victory for Swann in his first match as captain. The openers backed up the good performance of the bowlers to thrash West Indies. Sammy will have to motivate his boys to come out of this defeat quickly. Bopara, the Man of the Match, showed that he could be very useful with the ball in helpful conditions. The dew played a factor too with the WI spinners struggling to grip the ball in the latter part of the game.",England won by 10 wkts,T20,WI ENG,2
"Zimbabwe started well and put on a solid opening stand, but it was a slow stand which ultimately put the pressure on the ones down the order. Once the opening wicket fell, Pakistan kept the pressure on and a flurry of wickets in the middle dented Zimbabwe's chase. In the end it was too far a bridge for Zimbabwe to cross as the impressive young Pakistani side notched up a clean-sweep.",Pakistan won by 28 runs,ODI,PAK ZIM,2
"Never has the difference in fielding quality been more apparent. Zimbabwe were all over the field and dropped quite a few catches. Pakistan, on the other hand, caught everything that came their way and managed to convert a couple of half-chances too. Hafeez continued to have a wonderful tour and put in yet another all-round performance to hurt Zimbabwe",Pakistan won by 85 runs,T20,PAK ZIM,2
"Easy win in the end for Australia. The bowlers set the match up beautifully yet again with Bollinger leading the way, the batsmen did not need to do anything fancy, Watson was a bit cautious for his 43. Ponting and Clarke continued their form with a half-century each. The Lankan strategy of piling up spinners is not working at the moment.",Australia won by 8 wkts,ODI,AUS SL,2
Malinga provided the early wicket when he got rid of the danger man Watson. Australia never really got going after that. Wickets at regular intervals hurt their progress. Debutant Eranga impressed with his variety and got two important wickets. Hussey waged a lone battle but he fell in search of quick runs and with him fell all the Aussie hopes. SL have made it 2-1 now and showed that they were not going to be rolled over.,Sri Lanka won by 78 runs,ODI,AUS SL,2
"It has been a clinical performance from Australia despite the late stutter. Malinga started well picking two quick wickets but Marsh was in terrific nick. He got his chance and has made it count with a well made fifty. Debutant, Prasanna, picked three quick wickets but it was too late. Clarke was there till the end to take Australia home. It is Sri Lanka's biggest loss in terms of deliveries left at home. Australia clinch the 5 match series with this win.",Australia won by 5 wkts,ODI,AUS SL,2
"Zimbabwe have cantered home by seven wickets here. Shafiul and Rubel maintained the pressure at the start when they snapped Taylor cheaply. However, Sibanda and Masakadza steadied the ship before Masakadza departed. Taibu stepped up and guided Zimbabwe home with a gritty half century",Zimbabwe won by 7 wkts,ODI,ZM BAN,2
Pretty poor batting effort it must be said from the visitors as they handed the hosts the victory. Badri and Yusuf looked out of place and their places will come under scrutiny after their failures. The West Indies didn't do anything spectacular and just did the basics right. Any victory should please the fan of the home side for it has been a rare sight seeing their side win these days,West Indies won by 103 runs,ODI,WI IND,2
"It has been a comprehensive performance by England. Sri Lanka meekly surrendered after the loss of their top 4 batsmen. Only a fun filled partnership for the 9th wicket between Randiv and Malinga saved some blushes. There was no farewell innings from Jayasuriya as he ended a glittering career on a rather sombre note. Dilshan, Sangakkara and Mahela failed ro get past single figures. England bowlers, particularly Anderson proved to be rather handful under helpful conditions and were backed up by some excellent ground fielding and catching.",England won by 110 runs (D/L method),ODI,SL ENG,2
"A fine victory for Sri Lanka. It turned a bit farcical in the end with Mathews not scoring in an attempt to help Chandimal to his century, but all's well that ends well. A fine knock by the promising young talent, his 2nd in his career. Mahela Jayawardene chipped in with a sublime 79 as well.",Sri Lanka won by 6 wkts,ODI,SL ENG,2
"Half centuries from Hafeez, Misbah and Shafiq ensured an emphatic victory for Pakistan. The bowling was poor from the Windies with the exception of the young leggie Bishoo. The Windies would need to pull up their socks ahead of the next match on Monday",Pakistan won by 8 wkts,ODI,PAK WI,2
"Ahmad Shehzad overcame initial jitters and went on to compose a fine century, his second in ODIs, to complete a clinical victory. West Indies never seemed to be in the game despite keeping it tight through some steady bowling backed up by very good fielding but there was not enough fire in the attack to penetrate the strong Pakistan batting. Bishoo was the pick of the bowlers once again but lacked support from the other end.",Pakistan won by 7 wkts,ODI ,PAK WI,2
West Indies bowlers gave a good account of themselves but were left with very little to defend. Misbah showed why he is considered as the cool head of this Pakistan team with an innings of great concentration. Rampaul and young leggie Bishoo were very impressive taking the seven wickets between them,Pakistan won by 3 wkts,ODI ,PAK WI,2
"India have started their campaign with a comfortable win. Bangladesh lost their way after a furious start but it was always going to be a tall ask to maintain the tempo throughout the run chase. The ever improving Munaf provided the breakthrough initially when he sent back Kayes and Bangladesh were never really in the game after that despite fifties from Tamim and Shakib. The dew that was expected to play a part and influenced Shakib, to choose to bat first never really came in and Harbhajan aided by the back up spinners, kept the run rate under control quite easily. India will be looking to take this momentum into their next game while Bangladesh will have to pull up their socks very soon to bring some cheer to their passionate fans.",India won by 87 runs,ODI,BAN IND,2
"A clinical performance in the end by the Kiwis and they have knocked off the total in 8 overs to start their World Cup campaign in style. Their seamers did the damage by skittling out the Kenyans for a paltry 69, with Bennett taking 4 wickets and Southee and Oram sharing 3 each. Guptill and McCullum ensured they went past the target without any fuss.",New Zealand won by 10 wkts,ODI,NZ KEN,2
"Zimbabwe started off well with Coventry playing a few sweet shots, but once he was sucked in by Lee then the innings fell apart. Johnson picked up a few quick wickets and from then on it was always going to be an uphill task and it proved to be in the end. Cremer played well along with Utseya, but it was only delaying the inevitable.",Australia won by 91 runs,ODI ,AUS ZIM,2
It's been a comprehensive win to say the least. Shahid Afridi produced a blinder of a spell to rattle the Kenyan middle order and grabbed the best figures for a captain in WC games. There were no hiccups whatsoever for Pakistan as their bowlers ran through the Kenyan batting as if they had a train to catch. Collins Obuya was the only flash in the pan as he held one end up.,Pakistan won by 205 runs,ODI,KEN PAK,2
"The South Africans have started their WC campaign with a bang! West Indies have themselves to blame after their batting collapse. Darren Bravo had given them a solid platform but the Windies failed to capitalise. They came out to bowl, started well by taking two quick wickets but AB de Villiers played a scintillating knock, his 10th ODI century, to take the Proteas home comfortably with 7.1 overs to spare. Duminy and Graeme Smith also made fine contributions with the bat.",South Africa won by 7 wkts,ODI,SA WI,2
"Australia cruised home after a terrific opening partnership between Watson and Haddin yielded 133 runs. Both were in an aggressive mood looking to make the most of any small discretions in line and length by the bowlers. NZ bowlers were defending a very modest total and it was vital that they maintained pressure by taking early wickets. However, they were no match to the marauding pair who literally took each and every bowler apart. Even the normally accurate, Daniel Vettori, was not spared. The match was all but over by the time the openers were dismissed. Ponting, Clarke and White utilised the opportunity to hone their batting skills ahead of tougher challenges.",Australia won by 7 wkts,ODI,AUS NZ,2
"Sri Lanka have registered a comprehensive win after the splendid bowling performance by Malinga. Dilshan started off in a frenzy as they got off to the perfect start. Tharanga helped himself to a fifty as SL got home in a canter. Kenya will have a lot to think about in the upcoming games, while Sri Lanka have given their fans a lot to cheer about after the disappointing loss to Pakistan.",Sri Lanka won by 9 wkts,ODI,KEN SL,2
"Comprehensive is the only word that comes to mind when one describes NZ's batting performance. Guptill and Brendon McCullum never looked like getting out and the Zimbabwe bowlers struggled. Price, Utseya and Cremer kept it tight but they did not get the wickets",New Zealand won by 10 wkts,ODI,NZ ZIM,2
"One thought that this would be a match among equals but it was anything but that. West Indies have registered a comprehensive win with 226 balls to spare. Bangladesh have let themselves down completely and it will be a test of their character to come back from this demoralising defeat. For WI, the heartening aspect would be the performance of their captain Sammy who led from the front with the ball.",West Indies won by 9 wkts,ODI ,WI BAN,2
The Kenyans have showed some real character by lasting the full fifty overs. The Aussies will be a little disappointed that they could not bowl them out but a good workout nevertheless for their bowlers. They seemed to be looking at it as a practice game and have done their reputation no damage. Their unbeaten streak at WCs continues and it has now extended to 33 games. Collins Obuya will probably look back at this innings quite fondly despite missing the ton and the Kenyans do have some positives to take out from this game,Australia won by 60 runs,ODI,KEN AUS,2
"Pakistan were never in danger of losing the game and now stroll through to the quarter-finals. Asad Shafiq showed that he is a player for the future with a calm and composed knock. The Zimbabweans tried hard, but their lack of penetration in their bowling meant that they could never have envisioned hopes of a win. Pakistan were always in control and paced their chase quite beautifully to canter home.",Pakistan won by 7 wkts,ODI,PAK ZIM,2
Ireland were expected to put up a fight against SA and they did meet the expectations for some time with the ball. Duminy came in and arrested the slide and took South Africa to safety. Ireland never really recovered after the early strikes by Morkel. To their credit the South Africans never gave them any breathing space and kept it very tight throughout. They will be pleased with their bowling effort though there still seems to be slight concerns over the performance of the top order.,South Africa won by 131 runs,ODI,SA IRE,2
"A comprehensive win for Zimbabwe in the end as they end their WC campaign on a high. Winning the toss, they set a mammoth total first up and then they were backed up perfectly by Mpofu and then the spinners as they took wickets in regular intervals to trigger the collapse. In the end a poor WC for the Kenyans as they failed to secure a win all through the tournament.",Zimbabwe won by 161 runs,ODI,KEN ZIM,2
"Australia were always facing a herculean task after getting only 176. Still they came out with intent and forced the Pakistanis to earn each and every run. Lee was magnificent and if Tait and Johnson had combined together, the result could well have been very different. Still full marks to Shafiq, Younis Khan and Umar Akmal for gutsing it out and taking their side home. Umar Akmal took calculated risks and curbed his natural attacking instincts to play perhaps the most sensible innings of his life",Pakistan won by 4 wkts,ODI,PAK AUS,2
"Shambolic is what one can describe Bangladesh's exit from the 2011 World Cup. One struggled to figure out the mindset of the Bangladeshi batsmen when they walked out to bat. All played loose strokes and Tsotsobe ran through the top order with three wickets. Peterson came later on and he continued to tear into the Bangladeshi middle and lower order. Shakib was the highest scorer with 30, but none of the other batsmen could manage anything significant as Bangladesh folded up for 78, the second time that they have been bowled out for under a 100 in this World Cup.",South Africa won by 206 runs,ODI,BAN SA,2
