text,score,T20_type,team,label
"The target was 191 in 21 overs and the Proteas were cruising at one stage with Duminy going great guns, but he attempted a suicidal run three balls after Klaasen was dismissed and opened the door for Sri Lanka. Thisara bowled exceptionally well at the death, sticking to bowling only back of a length and not trying the fancy yorkers or slower balls. Two overs, 13 runs and a wicket was what he managed and then Lakmal learnt from what Thisara was doing succesfully - bowl the hard length with the pitch helping the ball to skid. His slower ball to Miller with 8 needed off 5 in the final over was great execution and from there on, Sri Lanka had it in their hands.",Sri Lanka won by 3 runs, ODI,Sri Lanka vs South Africa,5
"Hugs and handshakes all around. Skipper Mathews will be a happy man. It was almost a perfect match for his team. They put a formidable score on the board and South Africa never looked like chasing it down. Suranga Lakmal started it off with a snorter to get rid of Amla and South Africa did not recover from that. Akila was the wrecker-in-chief for the hosts. He bamboozled South Africans with his sorcery and they had no clue about the variations that he had up his sleeves. He ended up with exceptional figures of 6-29. Skipper Quinton was the only bright spot in Proteas' batting, he put up a valiant fight and scored a fifty to provide some respectability to the final total. Only four batsmen could manage to get into double digits and that sums up the batting effort of South Africa.",Sri Lanka won by 178 runs, ODI ,Sri Lanka vs South Africa,3
"It was a narrow escape in the end for Sri Lanka. Their supporters must have had their hearts in the mouth in the second half of the run-chase. But Chandimal, in his comeback match brought his experience to the fore and guided his team to a memorable victory. The target was an ordinary one and Sri Lanka definitely made a mountain out of a molehill. Rabada was fiery in his 4-over spell and got two wickets in his first over but South Africa still needed more. Dhananjaya de Silva joined Chandimal and both portrayed good counter-attacking cricket. They were coasting at one point of time but Shamsi with Dala came into the attack and the duo were exceptional. With combined figures of 4-48, made it really interesting but South Africa seriously missed another quality spinner and once their spell was over, Chandimal and Udana took the hosts home.",Sri Lanka won by 3 wkts,T20,Sri Lanka vs South Africa,4
"A walk in the park for Pakistan then. A win by 201 runs and Zimbabwe need to find answers. They just cannot afford to play this badly, need to show some fight. 309 was always going to be difficult against a high quality bowling line-up. More than the loss, the lack of application is what the Zimbabwe think tank need to worry about. Only three batsmen crossed 20. The seamers set it up for the visitors, before Shadab Khan, despite not being at his best today, cleaned up the lower-order. This is also Pakistan's first ODI win in 2018.",Pakistan won by 201 runs, ODI,Zimbabwe vs Pakistan,2
"Give this Pakistan some challenge. 194 was clearly short of one, and they've made sure they stay clinical in dusting it off. If it was Imam to anchor the innings in the first game, it's been all Fakhar Zaman today. He started with everything finding the middle of his bat and ended up in a struggle to get anything to connect cleanly. Nevertheless, he now has his highest ODI score and anchors another comprehensive chase. The Zimbabwean bowlers never gave themselves a chance, constantly being at the mercy of the attack the openers let out without anything on the board to attack after. But make no mistake, it's Pakistan's bowling that set it up .. Usman with his four-fer and pace, Hasan with his three-fer and more pace.",Pakistan won by 9 wkts, ODI ,Zimbabwe vs Pakistan,3
"Happy faces in the Pakistan dressing room, handshakes all over. Despite the early hiccup, Fakhar Zaman and Babar Azam ensured that there was no more wobble in pursuit of a meagre 68. The Zimbabwean new ball bowlers - Blessing Muzarabani and Richard Ngarava - did show stomach for a fight, cranking it up. The duo of - Zaman and Azam - took their time, negated the threat and once they were settled, it was a mere stroll in the park. The target of 68 was never going to challenge Pakistan",Pakistan won by 9 wkts, ODI ,Zimbabwe vs Pakistan,2
"Zimbabwe faced 256 deliveries in total and I'm pretty sure at least 150 of 'em are dots. When you're chasing 400 and play those many dot balls, you better be prepared for the inevitable. A listless performance overall from the hosts. They, however, can draw a couple of positives in skipper Hamilton Masakadza and Elton Chigumbura who both showed some intent to fight and that should give them a slight bit of confidence going into the fifth and final game of the series. ",Pakistan won by 244 runs, ODI,Zimbabwe vs Pakistan,1
"That, most definitely, wasn't a run-chase. Zimbabwe made no effort to go for the target, they were happy to play out the fifty overs which they achieved, but it certainly didn't make for gripping TV. Pakistan's total of 364, set up by centuries from Imam-ul-Haq and Babar Azam, proved daunting enough to drain any sense of ambition out of the hosts. With that, they complete their 5-0 series sweep. Their top-order dominated with the bat right through, while the bowling was clinical all-round. Fielding still leaves a lot to be desired though, with catches going down for fun. ",Pakistan won by 131 runs, ODI,Zimbabwe vs Pakistan,2
"Nepal lost their last nine wickets for just 49 runs. Chasing a target of 190, the visitors got off to a positive start - courtesy their openers Anil Sah and Gyanendra Malla - who were involved in a fifty partnership. Even after the former's downfall, Malla continued to play his shots and he became Nepal's first half-centurion in ODIs. Just when the skipper and Malla were threatening to take the match away from the hosts, the spin twins - Michael Rippon and Pieter Seelaar - changed the complexion of the match. The chase got derailed there and Nepal never recovered from there. Klaassen, Rippon and Seelaar all picked three wickets apiece. From 85/1, they got bundled out for 134.",Netherlands won by 55 runs, ODI ,Netherlands vs Nepal,3
"What a fantastic game of cricket. It went down right down the wire and it were Nepal who held their nerves in the final overs and managed to pull off a thrilling win. Wesley Barresi played a gem of a knock but Sandeep Lamichanne bowled a magical spell wherein he bagged three crucial wickets. The Dutch tail-enders took the game deep but it was the Nepal captain who got that all important run-out and helped Nepal notch up their first ever win in ODIs. Not to forget the fifties brought up by him and Sompal earlier in the day. So pivotal. Their fans would be happy as this marks a memorable day for them. Hopefully, first of many to come.",Nepal won by 1 run, ODI,Netherlands vs Nepal,5
"Afghanistan looked like they had lost their way towards the end of their innings, but the way their bowlers started, it was as if they had never lost any momentum at all. Mujeeb Ur Rahman started off with two wickets in two overs, and Rashid Khan followed up with three of his own later on. Aftab Alam and Fareed Ahmad filled into their roles nicely too, ensuring that Ireland never found a grip on the chase. They needed Stirling and Wilson, who were the only ones to have found any sort of rhythm at all, to kick on for longer than they did. Actually, not many Afghanistan batsmen found it easy to get going in the first half too. That's where Hazratullah Zazai's brilliant 74 off 33 balls made all the difference.",Afghanistan won by 16 runs - (Match reduced to 18 overs per-side due to rain), T20,Ireland vs Afghanistan,4
"This was a below-par batting performance from Ireland. The required rate was 8 RPO from the start, but the hosts lost three early wickets in the chase and never really recovered from there. Just two batsmen in double figures sums up the tale for Ireland - who were blown away by some immaculate bowling efforts from Afghanistan. Once the top-order was wrecked havoc by the pacers and Mujeeb, Rashid then wiped off the middle-order and tail in no time, finishing with a four-fer.",Afghanistan won by 81 runs, T20 ,Ireland vs Afghanistan,1
"Afghanistan have defended a modest total thanks to their powerful bowling attack. Almost 30 overs between Nabi, Mujeeb and Rashid choked the life out of the chase as run scoring became very tough which resulted in a couple of untimely run-outs. The fielding also was top-class and that ensured Ireland were floored in the first ODI. Earlier in the day, Gulbadin Naib and Shahidi got fifties before the visitors lost their way to end up with what looked like a below par total. But as they say it ain't over till it actually is over. Afghanistan go 1-0 up in the series and I feel Ireland has a lot of catching up to do. ",Afghanistan won by 29 runs, ODI,Ireland vs Afghanistan,3
"Excellent all-round effort by Simi Singh. Took a wicket and then kept his calm under pressure to steer his side home. Poterfield fell early in the chase, but Stirling and Balbirnie shared a 69-run stand for the second wicket to put Ireland on top. However, Mohammad Nabi and Rashid Khan put the brakes on the scoring with regular inroads. Simi Singh stayed put at one end and saw off some tough phases when the Afghan spinners were on top. Balbirnie played very well to ensure a good start for the hosts.",Ireland won by 3 wkts, ODI,Ireland vs Afghanistan,3
"A score of 124 from Ireland was never enough. Afghanistan did not even break a sweat to track this down. They lost Shahzad early but Janat and Rahmat Shah held fort. And after the break, Shahidi chipped in and helped Afghanistan track this total down. Ireland would be gutted given that they won the toss and decided to bat first. ",Afghanistan won by 8 wkts, ODI,Ireland vs Afghanistan,1
"After having Bangladesh on the mat - effectively 3 down for 3 runs - Sri Lanka tripped over with overexcitement and in the process dropped catches and let themselves down enabling a game-changing 131-run third wicket stand while at it. And from that instant, the momentum was firmly with Bangladesh who - led by the brilliance of Mushfiqur Rahim - ensured their valiant, gritty efforts with the bat didn't go in vain. They were pinpoint discipline with the ball and the fact that six of the ten Sri Lankan dismissals were either bowled or lbw adds substance to my conviction. In contrast, Sri Lanka only had two. ",Bangladesh won by 137 runs,ODI,Bangladesh vs Sri Lanka,3
"In these hot conditions, Pakistan hardly broke a sweat as they start off their campaign with a comprehensive win. They were excellent in all three departments of the game. It all started with a weird run-out - courtesy a Shadab Khan direct hit. There was just one substantial partnership in the Hong Kong innings - a half-century stand between Kinchit Shah and Aizaz Khan. Usman Khan came back in his second spell and scalped three wickets to bundle out Hong Kong for 116.",Pakistan won by 8 wkts, T20,Pakistan vs Hong Kong,2
"Afghanistan have another scalp in their ever-growing kitty. They've beaten Sri Lanka for the first time in ODI cricket, and with it, they go through to the Super Fours along with Bangladesh while Sri Lanka go home. Can this really be called an upset? Especially after following their staggering growth over the last couple of years. And especially against this Sri Lankan team which looks so defeated, what with the dropped catches and the run-outs. I'm not so sure. There were only three successful run-chases of 250-plus at Abu Dhabi before today (out of 19), and Sri Lanka never looked like being the fourth. They lost a wicket second ball, they threw away budding partnerships to atrocious run-outs, and they never looked comfortable against spin. Their ODI form has really gone down the drain in the last couple of years and this tournament just encapsulates their miseries.",Afghanistan won by 91 runs,ODI,Sri Lanka vs Afghanistan,3
"India have managed to get out of a self-made maze. They huffed and puffed for a major part of it but held their nerves when it mattered the most to win by 26 runs. It was about the tail-spin! India fluffed their chance of getting beyond 300 by adding only 48 in their last 10 and Hong Kong ran out of fuel when the finish line was at the next bend. Erstwhile, India settled for only 285 despite a Shikhar Dhawan special. They lost too many wickets in the end and even then everyone thought how quickly would India finish it off. But all and sundry were in for a humble pie treat from Hong Kong. An opening partnership of 174 runs from Nizakat Khan(92) and Anshuman Rath(73) ensured India had to pinch themselves out of the nightmare. And once awake, the latex-laden wrists of Kuldeep and Chahal took over. Their 20 overs together went for 88 and more importantly scalped 5 wickets. But that was not it. The debutant - Khaleel Ahmed - might have been an obscure name, not anymore. His spirited spells after the 35-over mark tilted the beam hugely in India's favor as well.",India won by 26 runs,ODI,India vs Hong Kong,4
"For all the hype, a damp squib in the end, a rather one-sided contest dominated totally by the Indians. The only time Pakistan seemed to compete was when Malik and Babar were repairing the damage after the early loss of the openers. Once that partnership was broken, Pakistan were never really in the game. 162 was never going to be enough and any slim hope that they had was snuffed out by the Indian openers who put on a rollicking stand. Rohit was in his elements with a free stroking fifty while Dhawan also looked in fabulous touch. The duo couldn't see off the game but had done the damage and the Rayudu-Karthik pair duly finished off the formalities with 21 overs left. A proper thrashing indeed. Pakistan would rue their poor shot selection in the batting that cost them dear, probably were too eager to dominate on a pitch that wasn't easy to play shots. Also, the track did play better under lights, as it did during the India-Hong Kong game, which begs the question whether Sarfraz erred at the toss.",India won by 8 wkts,ODI,"India vs Pakistan,",3
"What a day for Rashid Khan. He turned 20 today. Blasted a 31-ball fifty to propel Afghanistan to a good total, then bagged two wickets for almost nothing and then effected a brilliant run-out as well. More importantly, a great game for Afghanistan. Mind you, in the evening, Bangladesh were bossing the game. Their bowlers were very disciplined and the Afghan top-order found the going very tough. Shahidi held one end tight, but it was that 95-run partnership off 55 balls between Naib and Rashid that proved to be the game changer.",Afghanistan won by 136 runs,ODI,Bangladesh vs Afghanistan,3
"Rohit Sharma has a bright smile on his face. That sums up the performance of his side in this match. It was a walk in the park for the Indians. The comeback man Jadeja did all the damage in the first innings. And Bangladesh never recovered from there. Mehidy Hasan and Mortaza guided them to a respectable total but 170 odd runs on the board will never challenge this Indian batting line-up. Rohit and Shikhar got India off to a perfect start and Bangladesh never looked like defending it. Dhawan and Rayudu parted ways with Rohit after getting starts. Dhoni was promoted to number 4 and he looked in his element at the crease, while trying to to finish it with a six, he got out to Mortaza. Karthik joined Rohit and they eased India to victory. ",India won by 7 wkts,ODI,India vs Bangladesh,3
" If that doesn't define you the ease at which India have gone about things today, I'm afraid nothing else will. Momentum, they say, is a vital factor in sport and India once again exemplified why the phrase is so over-hyped and overused. They've pulled things back with the ball in the final 8 overs (44/3) and never looked back since. Although the conditions showed a bit of allegiance to the side batting second, Rohit and Dhawan - make no mistake - took nothing for granted; they respected good deliveries and pounced on the bad ones to put the chase on a platter. Both engineered a 210-run opening stand asides from their magnificent hundreds ",India won by 9 wkts,ODI,"India vs Pakistan,",4
"The pressure was always on Afghanistan as they were chasing for the first time in the tournament. They did not get off to a good start - losing Ihsanullah Janat and Rahmat Shah early. Mohammad Shahzad played a weird innings, one where he looked comfortable and not. However, his partnership with Shahidi steadied the innings and set it up. There was another stand between Asghar Afghan and Shahidi that gave further hope, but when the asking rate touched 10 it started getting tough. Mortaza rotated his bowlers around smartly and though his strike bowlers - Shakib and Mustafizur didn't finish their quota, they were used in the right manner and right time.",Bangladesh won by 3 runs,ODI,Afghanistan vs Bangladesh,3
"The scorecards of Pakistan and Bangladesh look eerily similar. Five double-digit scores and the rest...um! A total bummer. Needing 240, Pakistan - much like Bangladesh - blew themselves up in the face at the start by losing three key wickets inside five overs. And when Malik walked in to join Imam-Ul-Haq a ray of hope emerged expecting revival of sorts, but as they so often say: A moment of brilliance in the field can upend momentum and that's what skipper Mortaza did to Pakistan. Plucked out a bonzer of a catch to dismiss Malik, and although Asif Ali, along with Imam, reignited a comeback, the strangle applied by the Bangladeshi spinners proved to be too good against the inexperience of Pakistan's lower middle-order. Gotta feel for Junaid Khan and young Imam-Ul-Haq, the duo played out of their skins with ball and bat respectively but got very little, or perhaps, no support from the others to back up their commendable efforts.",Bangladesh won by 37 runs,ODI,Pakistan vs Bangladesh,4
" India have won, but they've been made to work for it. The fans don't have any fingernails left - a billion of them. Jadhav hasn't been allowed to take off his pads and is rushed into an interview by KP. Kuldeep is out there as well. And how good was he? Cool as a cucumber. Blood, sweat, tears and ecstasy - What a finale. Kedar ""Hamstrung"" Jadhav has done it again, on one leg, and for India this time. It took a few vital innings in the middle-order, including a stabilizing partnership between Dhoni and Karthik, and a few cameos, to edge them closer - and the lusty blows by Bhuvi at the end seriously eased it out for Jadhav's heroics in the final frame of the finale.",India won by 3 wkts,ODI ,India vs Bangladesh,5
"A thumping victory for Pakistan. They have vindicated their number 1 ranking in this format. Australia were favorites at the start of the chase. But Imad Wasim, making a comeback in international cricket was at his very best and he picked up three wickets in his first spell. His bowling partner, Faheem Ashraf picked up 2 and Australia were 6 six down within the powerplay. None of the Australian batsmen showed application and match was literally over in the first five overs of the chase. Ashton Agar and Nathan Coulter-Nile forged a partnership of 38 runs to provide some respectability to the total. But they could not save Australia from the embarrassment of a massive defeat. ",Pakistan won by 66 runs, T20,Pakistan vs Australia,3
"Top intensity from Pakistan with the ball and that has helped them nip out a victory by 11 runs to take the T20I series. Barring the couple of dropped chances, Pakistan were clinical in their defence of 147. 10th series in a row for Pakistan. They are the rulers of this format and put in another display to just corroborate the fact. Sarf gets a big hug from his coach and has held a stump in his hand as a souvenir. He is chuffed to bits and rightly so. Maxwell looks despondent and sinks his face into his hands. Australia earlier had done exceedingly well to restrict Pakistan to 147 with NCN being the pick of the bowlers. Pakistan though triggered another early collapse which also included a controversial run-out call of Short, who seemed to have his bat down on to the ground but despite that the third umpire ruled him out.",Pakistan won by 11 runs, T20,Pakistan vs Australia,4
"This was expected. The writing was on the wall, you can say, even before the game began. It read WHITEWASH. And Pakistan have just completed the formalities without really breaking a lot of sweat. Like the previous games, Pakistan settled for a par score despite threatening to get much more. 150 looked enough for this well-oiled and versatile bowling unit of Pakistan but 20 runs off the first over meant Pakistani plans were put off a bit. The newly promoted Alex Carey though could not carry on beyond that and the chase derailed once again. Ben McDermott, run out for the third time, looked good but again flattered to deceive and so did Mitch Marsh. Coach Mickey Arthur had a huge smile, almost beaming like a bulb, on his face as he walked down to shake hands. His boys indeed had done their homework well. Australia sadly will have nothing to show for on this tour barring the stalemate in the first Test. ",Pakistan won by 33 runs, T20 ,Pakistan vs Australia,3
"Turns out to be a cake walk for India. A loss such as this can really be hard on you. Windies got to be mentally really strong to leave this behind and come back better in Vizag. But how did India make 323 look like 223? Lovely pitch to bat on, true bounce, a bit like the Wankhede and what do batsmen do in run chases there? Swing through the line without a seed of doubt about the two-paced nature of a cricket pitch and collect runs at will. That is exactly what happened today.",India won by 8 wkts, ODI,India vs Windies,4
"When India posted 321 on what seemed like a tricky pitch, everyone thought ah! Kuldeep will chew them up, Chahal might get a six-fer. All those sorts of theories, I'm sure, made rounds across most parts of the globe, but the Windies had different plans. They put up a real royal-rumble of a fight and never gave up till the last minute. It was all set up by a 143-run (off 119 balls) stand between Shai Hope and Shimron Hetmyer who aced the Indian spinners at will to keep the required run rate under check. And when the usual moment of panic set in, Hope stood tall like a shining light and gave his all to remain undefeated till the final delivery; towards the end, just when things swung India's way - wicket off Nurse - Hope pounced on the tiniest of hopes that India and Umesh, and perhaps Rayudu offered. The best part of the game has to be the spirit that the players displayed. Dhoni and Kohli were all smiles moments after the finish and laughed it off tapping each others shoulder.",Match tied, ODI,India vs Windies,5
"The tragedy waiting to happen in the last game has struck India, finally. There were a few reasons which contributed to a rare loss at home. Firstly, Kohli got it wrong at the toss. There was more bite for the spinners in the second half. Secondly, only five batsmen and a keeper ensured Bhuvneshwar was batting at seven! Thirdly, India's inabilty to clean up the the lower-order for the third successive time in the series. Windies were 227 for 8 and India allowed them to get to 283. And lastly, Windies have been by far one of the most competitive tourists, in white ball cricket, that India have hosted in the near future. India's first loss in 9 ODIs which includes a couple of tied affairs.",Windies won by 43 runs, ODI,India vs Windies,3
" Wow, what a no-contest. The anti-climax to trump (I still can't believe he's pres... never mind) all others. The parternship between Rohit and Rayudu didn't exactly make the bowler's anxious, as they came out all guns blazing. Bhuvneshwar picked up the first wicket for India, before 2 fantastic direct-hits by Kuldeep and Kohli dented the Windies top order and potentially increased their margin of defeat by a good 100 runs. Khaleel Ahmed rattled the middle-order with some excellent swing bowling before the mystery of Kuldeep and the nagging accuracy of Jadeja helped clean up the tail. India could have been more clinical with the tail, but Roach and Holder showed some good resistance at the end to make India stay in the field longer than they'd've liked before Kuldeep finished it off with his third. In the end, the Windies fell short of Rohit Sharma's individual score by 9 runs.",India won by 224 runs, ODI,India vs Windies,3
"This was supposed to be a Day-Night affair but the sun hasn't even gone down in Thiruvananthapuram and India's celebrations have begun already. They've made rather short work of the Windies today, with the match lasting all of 46.4 overs. It's a shame it had to finish this way. Windies, competitive in the earlier half, ran out of gas apparently in the last couple of games. Their decision to bat first today was questionable, considering the conditions were overcast, the pitch a little damp and dew was expected to set in later on. India's pacers found swing, their spinners got the ball to grip and they rolled over the opposition for just 104. That was the end of the contest, although Rohit Sharma did have some fun for himself later on with Virat Kohli happy to take the back seat.",India won by 9 wkts, ODI,India vs Windies,2
"Krunal Pandya's had an excellent outing on debut, and he gets to hit the winning runs. He's visibly pleased. India were made to sweat a bit, a little more than you'd expect them to while chasing something like 110, but they've got there in reasonable health with a couple of overs left. This was a pitch which offered some juice to the bowlers, which Oshane Thomas in particular exploited very well with the new ball to produce some thrilling deliveries - especially that ball with which he removed Dhawan. India slumped to 45/4 at one point, but Dinesh Karthik settled in nicely to ensure that the job was done. Maybe a few more runs could've made it interesting. But the Windies were badly let down by their batsmen early on. They probably aimed too high for a pitch that didn't need as much effort, only to fall down with a crash. ",India won by 5 wkts, T20,India vs Windies,3
"A stroll in the park for India as they take an unassailable 2-0 lead in this 3-match T20I series. The world champions have suffered another defeat, another huge defeat. After a certain boy from Mumbai set the new stadium in Lucknow on fire, this was bound to happen. With his brilliant knock of 111* - Rohit Sharma set the tone for India. It was not going to be an easy wicket to bat on and it was definitely not going to be easy to clear those big boundaries. But who likes easy? Rohit Sharma? Na ... he doesn't. Being certified as the cleanest hitter of the cricket ball in modern day cricket - he along with Dhawan set the stage for the final assault. With that kind of a first innings score, the bowlers had plenty to defend. All of them chipped in with wickets and Krunal Pandya didn't miss out on the chance too. Although he wasn't able to get any wicket, he came to the party with a direct-hit. And courtesy of this clinical performance, India have managed to clinch the series.",India won by 71 runs, T20,India vs Windies,4
"What a game we've witnessed today! India had it in their grasp, but the thrill-seeking middle-order that represents a billion has managed to take it to the last ball for the second time in a couple of months. A fantastic batting effort by the Windies, capped off by some excellent hitting at the death, particularly by Pooran, exposing an Achilles' heel in India's Bumrah-less bowling line-up. The early wicket of Rohit Sharma handed Windies the initiative early, but a risky-but-effective counterattacking innings by Pant and a composed and aggressive knock by Dhawan made sure India were always going to cross the line - until the last 2 overs. Pant, after a stunning knock, tried a silly shot and lost his middle-stump and Keemo Paul bowled a fantastic penultimate over and Dhawan, after a stupendous innings, lost his wicket in a tight, alarming final over that nearly wiped the smiles off Indian faces. It was all possible until the final ball, when a misfield by the bowler cost them the match. A fantastic nail-biter to cap off a rather one-sided tour... ",India won by 6 wkts, T20,India vs Windies,5
