text,score,match_type,team,label
"India were coasting at 139/3 with Rohit Sharma batting well. However, once he departed, India struggled to gain momentum. Herath was the chief destroyer and he snapped up Ravindra Jadeja and Ashwin in quick succession in his final over. However, Dhoni hung in there as wickets tumbled at the other end. In the last over bowled by Eranga, Dhoni was in his elements as he smashed a six, a four and then a six as India clinched a thriller by one wicket. This has been a memorable final and India's golden run in ODIs continues.",India won by 1 wkt,ODI,India vs Sri Lanka,5
"In the end, it was an easy victory for Scotland as they successfully defended a low total. Their bowlers struck in regular intervals and the Kenyan batsmen also fell to some poor shots. Goudie chipped in with three wickets while Drummond and MacLeod picked up two wickets each. Scotland lead the 2-match series 1-0. ",Scotland won by 35 runs,T20,Scotland vs Kenya,1
"Well, it was a one-man show all throughout the game. Shahid Afridi, on his comeback, first bailed the side out of trouble with the bat, and with the ball, he was near unplayable accounting for 7 wickets. If one thought Pakistan batted very badly, the West Indies reply was even poor. None of the batsmen got going and eventually they succumbed to pressure. Afridi now has the second best bowling figures in an ODI. Pakistan go 1-0 up in the 5-match series.",Pakistan won by 126 runs,ODI ,Windies vs Pakistan,2
"So West Indies have managed to square the series here with 3 games to go. This looks like a bat first pitch. Pakistan were victorious in the first game. West Indies made a decent score today and more importantly, they bowled really well upfront. Pakistan were never really allowed to be free. Nasir Jamshed was given 4 lives but he could not make the most of it. Umar Akmal was the only other successful batsman for the visitors. Narine was the pick of the bowlers and he strangled them with 4 wickets. In the end, West Indies have managed a comprehensive win.",West Indies won by 37 runs,ODI,Windies vs Pakistan,1
"Phew! What a game of cricket. It had everything in it. The game was boring when Samuels and Bravo could never really get going and after a flurry of wickets it got interesting. One thought Pakistan pulled off a fine win but they were denied by Holder and more importantly, Umar Akmal himself. West Indies would have backed themselves to chase down 230 on a decent batting strip. They lost Gayle, Charles and Darren Bravo early. Simmons and Samuels steadied the ship before both were dismissed. Pressure got the better of Dwayne Bravo, Pollard and Sammy who went in quick succession. It was down to 15 runs needed off the last over. Holder held his nerve and hit a boundary and then a stunning six before Akmal grabbed attention on the final ball by missing a relatively easy run-out.",Match tied,ODI,Windies vs Pakistan,5
"The rain has brought in some luck with it for Pakistan. They were not doing that great before the rain break at 17 overs, but once play restarted they were outstanding. Pakistan needed 121 in 14 overs. With 8 wickets in hand, one would back the batting side. Hafeez and Misbah scored fifties to keep the run rate in check. In the end, Umar Akmal finished the game off with 6 balls remaining hitting a flurry of boundaries in the penultimate over. ",Pakistan won by 6 wkts (D/L Method),ODI,Windies vs Pakistan,3
"Pakistan kept a healthy scoring rate but lost wickets at regular intervals. However, Umar Amin stepped up and scored runs at will. His 47 laid the base for Pakistan's march towards victory. Shahid Afridi also played a vital knock but he lost his wicket at a crucial time. Zulfiqar Babar struck a four and a six in the last over to seal a thrilling two wicket win for Pakistan. Gabriel's erratic bowling in the 19th over has proven to be very costly for the West Indies.",Pakistan won by 2 wkts,T20,Windies vs Pakistan,5
"Fantastic win for the hosts! This is South Africa's second biggest defeat in ODIs by runs. The Lankans were brilliant as the visitors never really got going from the start. Malinga cleaned up Ingram on the very first ball after which, Petersen, Duminy and de Villiers chipped in a few runs and it looked like the visitors were fighting back. But some clever bowling by the spinners out-foxed them and they began losing wickets at regular intervals. Sri Lanka lead the 5-match series 1-0. ",Sri Lanka won by 180 runs,ODI,Sri Lanka vs South Africa,3
"The injury to Hashim Amla already jolted South Africa's batting line-up. Peterson fell in the first over bowled by Malinga before Petersen and Duminy strung a solid stand. However, the Sri Lankan bowlers bowled with discipline and never allowed the Proteas to get away. In the end, rain had the final say and Sri Lanka won the match by 17 runs (D/L method) to go 2-0 up in the series.",Sri Lanka won by 17 runs (D/L method),ODI ,Sri Lanka vs South Africa,2
"South Africa finally taste victory in Lankan soil against the hosts since September 2nd, 1993. The bowlers made sure that Sri Lanka struggled in the chase, Tsotsobe struck thrice in no time to reduce them to 16/3. Mahela and Chandimal added useful runs but when they were reduced to 92/6, it looked all but over. Thisara had other ideas as he smashed 35 runs from one Peterson over, but the visitors held their nerve to close out the game.",South Africa won by 56 runs,ODI,Sri Lanka vs South Africa,3
A dominant partnership between Dilshan and Sangakkara ensured that SL won the match with a huge degree of comfort. Dilshan scored his 17th ODI hundred while Sangakkara chipped in with 91. The duo added 184 runs for the 2nd wicket and all but sealed the victory for the hosts. South Africa did not go for a review when Duminy trapped Sangakkara plumb in front very early in the piece and they paid a heavy price for it. Sri Lanka go 3-1 ahead and deservingly so.,Sri Lanka won by 8 wkts,ODI,Sri Lanka vs South Africa,3
"A comfortable win for Sri Lanka in the end. With the series lost, they came out firing and put the South African players under huge pressure. Dilshan led from the front and it was apt that he finished things off. Mahela was the ideal foil for him, but SA clawed back in the middle overs only for Thisara to ease the hosts past the winning post. ",Sri Lanka won by 6 wkts,T20,Sri Lanka vs South Africa,2
"A comprehensive victory for the Indians. The openers got starts but failed to build on. Virat Kohli scored his 2nd ton as captain in just 4 matches and was well supported by debutant Ambati Rayudu as the visitors chipped away at the target. Kohli and Rayudu helped himself to a half century to seal India's dominance. Kohli and Raina fell towards the end, but the match was all but decided by then. India go 1-0 ahead and continue their winning streak.",India won by 6 wkts,ODI,Zimbabwe vs India,3
"Yet another comprehensive performance from India. Shikhar Dhawan set the tone with a fine albeit chancy century. In the reply, Zimbabwe got off to a solid start. Vusi Sibanda and Hamilton Masakadza started confidently but once these two fell the innings just fell apart. Zimbabwe were then just trying to play out the 50 overs. They managed to do that. For India, Unadkat had a very good day. He picked up 4 wickets and ran out Taylor as well. ",India won by 58 runs,ODI,Zimbabwe vs India,3
Virat Kohli led from the front yet again and helped India to their 3rd straight win of the tournament. This win was set up by the bowlers. Zimbabwe lost wickets at regular intervals and never got going. The target of 184 was never going to be enough to trouble India. The start was solid and Kohli stayed through till the end to guide his team to a comfortable win.,India won by 7 wkts,ODI,Zimbabwe vs India,2
"Easy win in the end for the Indians. The result was never in doubt once they bowled Zimbabwe out for 144. Cheteshwar Pujara failed to make the most of his opportunity at the top of the order as he was bowled by Chatara for just 13. Rohit Sharma scratched around but made sure that he did not throw his wicket away. Raina, promoted to No. 3 made the most of the chance as the duo scripted an impressive partnership. India now go 4-0 up and will look to complete the whitewash when the two teams meet on Saturday.",India won by 9 wkts,ODI,Zimbabwe vs India,2
"Another routine win for India and they take the series 5-0. After a fine start given by Dhawan, Jadeja slowed things for a while before accelerating alongside Rahane. In the end, Jadeja batted through and ensured a comfortable win for his side. Zimbabwe will be really unhappy with their show in the series.",India won by 7 wkts,ODI,Zimbabwe vs India,2
"An easy win for Pakistan in the end. The hosts started off well with Masakadza and Sibanda puttting up a 53-run opening stand. But, Anwar Ali trapped Masakadza in the 8th over and it all went downhill from there. The spinners were exceptional and quick strikes pegged back Zimbabwe as their scoring rate decreased. Taylor's fightback at one end was not enought as they needed 32 off the final over. Tanvir made sure he bowled a disciplined line to give the visitors a comfortable 25-run victory in the first match.",Pakistan won by 25 runs,T20,Zimbabwe vs Pakistan,2
"Clinical performance by the visitors as they clinch the two match T20I series. After putting up a competitive total on the board, they were brilliant with the ball as well. The hosts started off well but stumbled in the middle overs as the Pakistani spinners stole the day. Hafeez, in particular, was fantastic as he picked up 3 important wickets. This is the 13th bilateral T20 series win for Pakistan, the most by any team.",Pakistan won by 19 runs,T20,Zimbabwe vs Pakistan,3
"What a clinical performance from Zimbabwe. They end the 15 year winless drought against Pakistan. Last time they won a match against Pakistan in ODIs was way back in 1998. Chasing a decent total, they got off to a solid start and the opening pair put on 107. Masakadza gave them a fantastic start and was unlucky to miss out on a century as he got out for 85. Taylor found some form at a crucial time and Williams played a blinder at the end to see them through without much fuss.",Zimbabwe won by 7 wkts,ODI,Zimbabwe vs Pakistan,3
A late collapse hurt the Zimbabweans. They looked good to take the fight to the Pakistan camp when Taylor and Waller were batting together. Taylor was dismissed by Ajmal and Waller was castled by Junaid. The tail fell apart and the visitors completed a crushing victory. Junaid was the best bowler on view and he deserved all the accolades.,Pakistan won by 90 runs,ODI,Zimbabwe vs Pakistan,22
"A clinical performance from Pakistan and they take the series 2-1. They had not won a series for the past 10 years which was levelled at 1-1 or 2-2, but they have broken that. They were put into bat and they struggled hard to reach a decent total. In the end Misbah bailed them out with a fighting fifty. Zimbabwe started their chase pretty well, but lost back to back wickets of Masakadza and Taylor in quick sucession, which dented their hopes. Almost all Pakistani bowlers chipped in with wickets and Zimbabwe never really looked like chasing down the total.",Pakistan won by 108 runs,ODI,Zimbabwe vs Pakistan,3
"A comprehensive win in the end for Australia. After being put into bat, Finch gave them a dream start and whatever he connected went out of the park and he ended up hitting the highest ever individual score in T20Is. Chasing 249 was always a tough ask, but England started the chase on a perfect note, but lost 3 wickets in space of 2 overs which derailed their chase. Root once again played a wondeful innings despite getting hit on the grill. In the end the Australian bowling proved to be the game changer as they used the yorkers frequently. Bopara also played a fine hand, but the pressure got to him eventually.",Australia won by 39 runs,T20,England vs Australia,4
"Comprehensive victory in the end for England. It was a tough chase for the visitors, they lost Finch and Watson early. Warner led the chase with a spirited half century, but it all went downhill once he was dismissed. Maxwell did his best towards the end, but it was always a steep chase. Dernbach was the best England bowler and he ended up with three wickets.",England won by 27 runs,T20,England vs Australia,4
A comprehensive win for Australia in the end. Chasing 362 was always a tough ask. Australian bowlers struck at regular intervals to make matter even worse for Scotland. Johnson was the pick of the bowlers taking 4 for 36.,Australia won by 200 runs,ODI,Scotland vs Australia,3
"A clinical performance from Australia has helped them win this one quite easily. This is also their first win in an ODI against England since 2011. Put into bat, they posted a huge total on the board, thanks to Clarke's first ODI ton against England. Their bowlers then responded well with some accurate bowling. Mitch Johnson was at his best today and consistently bowled at over 93 MPH to trouble the English batsmen. Only Pietersen, Morgan and Buttler excelled with the bat, with rest of the batsmen falling to some poor strokes.",Australia won by 88 runs,ODI,England vs Australia,4
"A fantastic knock from Jos Buttler has helped England level the series 1-1. England were left floundering at the start when Clint McKay's hat-trick left the hosts at 8/3. It was tough going for Morgan and Carberry as they looked to rebuild the innings. However, after they got their eye in, they played some wonderful strokes and registered gritty fifties. The 104-run stand was broken by Watson who accounted for Morgan. However, some positive strokeplay from Buttler and some help from Stokes ensured England won this match by three wickets to remain unbeaten at Swalec. For Australia, this is their fourth loss in five ODIs at this venue.",England won by 3 wkts,ODI,England vs Australia,4
Australia have some silverware to take home at the end of their long English summer. The England batsman never really got going and lost early wickets. They were in the hunt until Bopara and Buttler shared a fine partnership but the batting powerplay helped Australia as both were dismissed in quick succession. The tail wagged for a while but they had too much to do and eventually were bowled out 49 runs short. Faulkner bagged three wickets while Johnson was again outstanding with the ball and picked up two wickets.,Australia won by 49 runs,ODI,England vs Australia,3
"This is an emphatic win for Bangaldesh. They were chasing a stiff total and did well to get there with 4 balls to spare. The openers gave them a good start as they added 61 and laid the platform. Shamsur was excellent and missed out on a well deserved hundred. He was well supported by Naeem Islam. In the end the cameo from Nasir Hossain took them home. The New Zealand bowlers were finding it difficult to get regular wickets, they could not get an early wicket and were under pressure most of the time during the run chase. The jinx continues for New Zealand, they have now been whitewashed twice in three years.",Bangladesh won by 4 wkts,ODI,Bangladesh vs New Zealand,3
"Bangladesh's poor record in T20Is continues as they slump to their 7th loss in 8 games. Skipper Rahim kept them in the hunt after a flurry of wickets at the start. He was well supported by Naeem and Nasir but pressure got the better of them as they lost wickets at regular intervals. Mahmudullah and Gazi shared a fantastic 57-run stand for the 7th wicket and threatened to take the game away from New Zealand. But in the end, the vistors held their nerve and now they will not be going home empty handed.",New Zealand won by 15 runs,T20,Bangladesh vs New Zealand,3
"What a story Yuvraj has written for himself. This was his comeback match and he is back with a bang. India were set a challenging target and they lost Rohit early. Raina and Dhawan gave them a good start in the powerplay until both were dismissed. Kohli threw his wicket away after getting a start. But it was the Yuvraj and Dhoni partnership of 102 that took India home. The former was the aggressor as he paced his innings superbly and scored his highest T20I score, he was well aided by his skipper who played second fiddle.",India won by 6 wkts,T20,India vs Australia,4
"A comfortable win in the end for Australia. India were off to a bad start losing Dhawan very early. Rohit Sharma, Virat Kohli and Suresh Raina, all started well but failed to convert it into bigger knocks. Dhoni failed for once and the lower order capitulated in the face of the mounting run-rate. Johnson was fiery in every spell and was probably the best bowler for the visitors. He was helped along very well by the rest of the bowlers as Australia take a 1-0 lead in the 7-match series.",Australia won by 72 runs,ODI,India vs Australia,2
"Excellent run chase and once again the top three batsmen set it up for the Indians. Dhawan started well, he was once again lucky tonight, dropped twice on 19 and 56, as he scored his 4th ODI hundred. He was well supported by Rohit Sharma as the pair added 178 runs for the 1st wicket. Rohit missed out on his ton, dismissed by a rank half-tracker from Finch. The stage was set for Virat Kohli. He continued with the form he showed in Jaipur as the target came down with every over, Dhawan was dismissed shortly after his hundred and India suffered a minor hiccup when the two out of form batsmen, Yuvraj Singh and Raina were dismissed in a Johnson over.*",India won by 6 wkts,ODI,India vs Australia,3
It is a comprehensive victory for Pakistan. South Africa never really got going. They kept losing wickets at regular intervals and none of the batsmen really got in. They struggled to get the spinners away. All the three spinners created all sorts of problems. Some of the batsmen got starts but no one went on to get a big one. The Pakistan bowling once again came to the rescue after their poor batting. Tanvir got the early wicket and the spinners came in and took control of the game. They were economical and took 6 wickets between them.,Pakistan won by 66 runs,ODI,Pakistan vs South Africa,2
"It has been a disciplined effort from South Africa to go 2-1 up in the series. The openers were looking good and added 50 runs for the first wicket. But it was that man again, Steyn, who came into the attack and got rid off the danger man Shehzad. They kept on getting wickets at regular intervals and once again Pakistani batsmen struggled to play Tahir, who ended up with career best figures in ODIs. There is lot to think about for Pakistan as their batsmen let them down again. Most of them got starts, but threw their wickets away. The partnership between Riaz and Tanvir looked promising but it was too late.",South Africa won by 68 runs,ODI,Pakistan vs South Africa,2
"Once again Pakistan have handed the match on a platter to South Africa from a winning position. South Africa now take an unassailable 3-1 lead in the 5-match series. Pakistan made two good changes to their side and that yielded good results for them, with both Maqsood and Junaid performing well. Maqsood looked promising and smashed his maiden fifty to bail Pakistan out of trouble. He even stitched an fruitful stand with Misbah, but his wicket triggered the collapse and Pakistan lost 5 wickets for 10 runs soon after. Umar Akmal played a fine cameo, but got out to a poor shot. Once again Misbah hung around, but the pressure got the better of him and he holed out in the deep. The visitors held their nerve at the death to pull off a fine win.",South Africa won by 28 runs,ODI,Pakistan vs South Africa,4
It is a comprehensive victory for South Africa. They never looked in trouble after they were set a mere 99 as the target. They lost Amla early but de Kock and du Plessis saw them through with no more hiccups. Both of them batted sensibly as they attacked all the other bowles except Ajmal. They paced their innings perfectly as they went after the bowling only after they were well set. ,South Africa won by 9 wkts,T20,Pakistan vs South Africa,1
"Yet another convincing performance from the Indians and once again it was the top order who set them up for this chase. Rohit Sharma looked a bit iffy at the start, but then settled down to play some fine shots. He lost Dhawan early, but Kohli was once again in his elements. They made batting look easy on what was a difficult surface. Both made fifties, with Kohli also completing 5000 career ODI runs, becoming the fastest Indian and the joint fastest along with Sir Viv Richards.*",India won by 6 wkts,ODI,India vs Windies,4
"West Indies pull off the victory and level the series 1-1. They got off to a poor start when they lost Charles and Samuels early. But Darren Bravo and Powell steadied the innings and added 100 runs for the third wicket. Both got to their fifties before throwing it away. Simmons was joined by Sammy with whom he added 82 runs for the sixth wicket. Simmons had a reprieve on 43, when Yuvraj dropped a simple catch. He then went on to score a fifty and became one of the four batsmen to do so. But it was their Test skipper, who kept his cool and took them home.",West Indies won by 2 wkts,ODI,India vs Windies,4
"This was a professional performance by the Indian batsmen. Rohit Sharma and Virat Kohli fell cheaply but Dhawan was in sublime form. Yuvraj Singh was an able foil, he wasn't at his best, struggling notably against Narine, but managed to fight along. The pair all but took the match out of the visitor's hands. Dhawan completed his 5th ODI hundred, Yuvraj went past fifty after a long time. Raina played a sweet little cameo while Dhoni was there to play the winning shot. For West Indies, Ravi Rampaul and Sunil Narine were exceptional with the ball, but they got no support from the rest of the bowling attack. *",India won by 5 wkts,ODI,India vs Windies,4
"A clinical win in the end for Sri Lanka and they win the rain-curtailed 2-match series 1-0. Chasing a moderate total of 143, they got off to a scintillating start with Kusal Perera firing on all cylinders. Dilshan gave him good support and allowed the youngster to call the shots. Both batsmen completed their fifties and it was Dilshan's 6th consecutive 50+ score in the T20 format. New Zealand's fielding let them down badly as they dropped Kusal twice and the ground fielding also was not up to the mark. ",Sri Lanka won by 8 wkts,T20,Sri Lanka vs New Zealand,3
It has started to rain again and the match has been called off. South Africa win by 4 runs according to D/L method. The match was poised evenly when the rain Gods interrupted. The visitors had got off to a decent start and were within par with the required run-rate. Shehzad was the first to go when he chopped a ball onto the stumps from Tsotsobe. Hafeez and Jamshed did well to stitch a partnership before the latter got out. Soon the rain intervened and they were one hit away from winning.,South Africa won by 4 runs (D/L method),T20,South Africa vs Pakistan,2
It was an all-round effort from Pakistan that helps them square the 2-match series 1-1. South Africa were once again given a good start from de Kock and Amla. The latter continued after the departure of his partner and was out just before he could get his maiden T20I fifty. Duminy played well with Miller and they put on 53 for the fifth wicket. But they were left with too many to get and some good death bowling did not help their cause as well. Afridi was the pick of the bowlers as he picked up three wickets and was well supported by Bhatti. Tanvir held his nerve to defend 17 runs in the last over and that helped Pakistan level the series.,Pakistan won by 6 runs,T20,South Africa vs Pakistan,4
"What a thriller we have witnessed just now. This is Pakistan's maiden ODI series win in South Africa. Only these two teams could have snatched defeat from the hands of victory and South Africa continue to live up to their 'Chokers' tag. Chasing a competitive total of 262, they went off to a poor start losing Smith, but Amla and de Kock steadied the ship with an 87-run partnership for the 2nd wicket. The arrival of ABD saw South Africa shift gears. The South African captain went berserk and smashed all the Pakistani bowlers all round the park. His dismissal slowed things down and pressure got to them and eventually they lost by a narrow margin.",Pakistan won by 1 run,ODI,South Africa vs Pakistan,5
"South Africa had a few hiccups but got there in the end. They got off to a flier with de Kock and Amla going all guns blazing. de Kock threw his wicket away, the spinners came in and took control of the game and didn't give any freebies. However, de Villiers was positive as kept his cool and saw his team through which he could not in the last game. Ajmal was once again the pick of the bowlers and was well supported by Rehman but they did not have enough runs on the board.",South Africa won by 4 wkts,ODI,South Africa vs Pakistan,4
"West Indies at last win a match on the tour. They huffed and puffed before getting through. McClenaghan got the hosts off to a fabulous start as he picked up four three wickets and had them reeling at 3 for 32. Dwayne Bravo and Simmons steadied the innings before the skipper was snapped up. Simmons was looking good before he poked at a wide one from Mills. But, it was Sammy who played a blinder of an innings to take them to victory. The knock of 43 came off 27 balls and he picked the right balls to attack. The Kiwi bowlers were led by McClenaghan, who picked up his first five wicket haul and continued his fine form this year. He was well supported by Mills who picked up two wickets and kept it tight at the other end.",West Indies won by 2 wkts,ODI,New Zealand vs Windies,4
"Things never really got going for the New Zealand batsmen. They all got to good starts but were unable to hold on and convert those starts into big scores. The West Indies bowlers were impeccable with their line and lengths and hit the right areas. Nikita Miller was the star with the ball as he finished with impressive figures of 4-45.West Indies have leveled the five-match ODI series 2-2. They have thrashed the hosts by 203 runs, the highest victory margin in terms of runs for West Indies against any Test playing nation. West Indies were fantastic with the bat, thanks to the solid 211-run stand between Edwards and Bravo. They continued their good show with the ball as well and picked up wickets at regular intervals.",West Indies won by 203 runs,ODI,New Zealand vs Windies,4
The West Indies bowlers were not supported by their fielders. They put down four chances at the start and were sloppy throughout. Narine was once again the pick of the bowlers and was well supported by Russell. The others were not effective and went for plenty of runs.New Zealand clinch the T20I series 2-0. They started off well with Ryder going berserk but West Indies came back well to leave the hosts reeling at 5 for 79. Ronchi joined Taylor out in the middle and the duo added 68 runs for the sixth wicket. The wicket-keeper carried his fine form from the previous game to notch up his maiden T20I fifty. Taylor played the perfect second fiddle in the partnership. Neesham came down and finished things off in a hurry.,New Zealand won by 4 wkts,T20,New Zealand vs Windies,3
"An abject surrender from India. This is South Africa's second biggest victory over India in terms of runs. The last sentence sums up the night India just had. Chasing a mammoth 359 runs for victory, India got off to a tough start as they were tested by some top class fast bowling from Steyn and Morkel, with the former unlucky on numerous occasions as he went past the outside edge on a consistent basis. Kohli showed some resistance and struck some meaty boundaries, but McLaren worked him over with a peach of a delivery. Dhoni waged a lone battle and he didn't get the support from the other end. All South African seamers were amongst the wickets and India have to sort the short ball issue pretty soon as they were bounced out consistently. ",South Africa won by 141 runs,ODI,South Africa vs India,3
An excellent bowling performance hands South Africa a series victory. India got off to a horrendous start as they lost Dhawan and Kohli for a duck. Rohit and Rahane didn't last long either as they went playing some poor shots. Dhoni and Raina hung around and added 40 runs for the fifth wicket before the latter was sent packing by Philander. It was just a matter of time till the end was near. Jadeja and Ashwin prolonged the inevitable for a while before succumbing to the pace and bounce of the Proteas bowlers. The South African bowling was at its best as all the bowlers were among the wickets but Tsotsobe and Steyn were at their lethal best as they shared 7 wickets between them.,South Africa won by 134 runs,ODI,South Africa vs India,3
"An excellent comeback from Sri Lanka has helped them to retain their No.1 ranking in T20Is. After being put in by Hafeez, they went off to a cracking start and the partnership between Perera and Sanga changed the course of the game and they ended up posting a mammoth total. Chasing a huge score, Pakistan got off to a poor start losing Shehzad early and rest of the batsmen failed to stitch an useful stand and at one stage they were precariously placed at 121/8, but a fighting stand of 63 for the 9th wicket between Tanvir and Ajmal brought some hope for the home team, but Sri Lanka fought back to snare the remaining 2 wickets.",Sri Lanka won by 24 runs,T20,Pakistan vs Sri Lanka,4
"So, Pakistan go 1-0 up in this 5-match ODI series with a thrilling win. One thought they had the game in their bag when Thisara Perera was dismissed in the 42nd over with Sri Lanka needing over 100 runs, but a stunning 87-run partnership between Senanayake and Prasanna spiced up things. It looked like the duo were going to pull off an unlikely win with a record 8th wicket stand for Sri Lanka against Pakistan but they couldn't quite hold their nerves in the end.",Pakistan won by 11 runs,ODI,Pakistan vs Sri Lanka,4
"Phew! An exciting game of cricket in the end as I promised at the start. Angelo Mathews has justified his decision to bowl first and Sri Lanka will be very happy with their effort today. They started the chase well before both the openers perished run-out. Sangakkara and Chandimal steadied the ship with a 94-run 3rd wicket partnership but Junaid triggered a mini collapse as he knocked over three Sri Lankan batsmen. Kulasekara raised the tempo while Mathews was just playing second fiddle to him. The duo shared a 57-run stand before Sri Lanka panicked again but in the end, they held their nerve to clinch a thrilling win. So that helps the visitors level the 5-match series 1-1 with 3 games to go. Misbah-ul-Haq wasn't happy with his side's effort as they let Sri Lanka off the hook from a winning position.",Sri Lanka won by 2 wkts,ODI,Pakistan vs Sri Lanka,5
"A comprehensive victory in the end for Pakistan. Sri Lanka were never in the chase, Gul struck twice in his 2nd over, a lot depended on Dilshan and Sangakkara, but the latter was dismissed cheaply. The rest caved in cheaply, despite a fighting fifty from Dilshan. Gul took 3 wickets, Hafeez capped a fine day with two while there were 2 each for Ajmal and Junaid. Pakistan lead the series by a 2-1 margin.",Pakistan won by 113 runs,ODI,Pakistan vs Sri Lanka,2
"An all-round display by Pakistan has helped them seal the series in the 4th ODI itself. They bowled in unison to restrict Sri Lanka under 250 and came out in an aggressive manner in the chase. Once again they lost Sharjeel early, but it was Hafeez all the way like it has been in this series so far. He notched up his 3rd ton of the series and had two important stands with Shehzad and Maqsood. He remained unbeaten till the end to see his team through to a series clinching victory. Sri Lankan bowlers were not effective and they have lot to ponder as their batting and bowling has not clicked in this series so far. ",Pakistan won by 8 wkts,ODI,Pakistan vs Sri Lanka,3
"Sri Lanka somehow managed to pull off the victory. They started off brilliantly, as Perera and Dilshan got them going with a rapid 75 runs. The latter was superb in his knock of 47, he took on all the bowlers and carted them around, he perished playing one shot too many. Dilshan and Sanga steadied the innings, before both of them went in succession. Mathews struggled to get the ball of the square, but it was the Chandimal and Mendis partnership of 40 runs that saw them through. Chandimal was mature in his innings as he took his time to settle down before playing his shots and Mendis with some big blows at the end tilted the match in favour of the visitors.",Sri Lanka won by 2 wkts,ODI ,Pakistan vs Sri Lanka,4
"Phew! What a game of cricket we've had. At 120/5, Australia were down and out and hopes of England's first win on the tour were very high. Glenn Maxwell and Brad Haddin batted sensibly to add 80 runs for the 6th wicket after Shaun Marsh's fine fifty. Nathan Coulter-Nile played a good hand alongside James Faulkner after Tim Bresnan removed both Haddin and Maxwell in the same over to put the visitors on top. Faulkner was very calm at the start. Maybe he knew he could hit sixes at will after his heroics at Mohali and in the end he was proved right. The England bowlers couldn't defend 25 runs off the last 2 overs. Stokes offered some very generous length balls to help Faulkner muscle them. Bresnan didn't do a fine job in the final over either and in the end, Australia have snatched victory from the jaws of defeat.",Australia won by 1 wkt,ODI,Australia vs England,5
"It's been another clinical performance from the Aussies. England actually started the game off very well with skipper Cook batting aggressively. But when Clarke took some pace off the ball by introducing the spinners, the visitors started to lose their way. England recovered for a while in the form of Morgan and Bopara but with the Aussies getting 4 wickets for 21 runs at one stage, England were reduced to 198/8. Bresnan pushed the score past 240 with some lusty blows and gave something for the bowlers to work with.",Australia won by 7 wkts,ODI,Australia vs England,3
"With this win, Australia have ensured that England will go home empty-handed. 130 was never going to be enough on this wicket, especially against this Australian side. The bowlers did the job for the hosts initially with Hazlewood bagging 4 wickets. In reply, White started off in grand style hitting boundaries at will. Finch fell in the 6th over just before the opening stand crossed fifty. Maxwell didn't last long either as he hit one in the deep to Bresnan. But from there on, captain Bailey joined White and the duo completed their respective fifties to help Australia take a 2-0 lead in the 3-match T20I series.",Australia won by 8 wkts,T20,Australia vs England,3
"England had a daunting task and with a change in the batting-order, the openers found the going tough and perished in quick succession. A very disciplined effort from Australia meant that the batsmen had to work really hard for their runs. They also managed to pick up wickets at regular intervals and kept the run flow under check. In the end, with two wickets apiece for Coulter-Nile, Maxwell and Muirhead, Bailey's boys won the final T20I by 84 runs to make it 3-0.",Australia won by 84 runs,T20,Australia vs England,2
"An emphatic victory for the home side, they were never really in trouble as the openers gave them a flying start. India came back with a couple of quick wickets, but that brought Ross Taylor and Kane Williamson to the crease, who played sensible cricket to negate the danger posed by the spin threat of Jadeja and Ashwin. They rotated the strike and concentrated on not giving their wickets away to the spin duo. That stand set the platform and the job was duly completed by Taylor and McCullum.",New Zealand won by 7 wkts,ODI,New Zealand vs India,2
"Bangladesh were in the game until the last delivery. They got off to a flier as Tamim and Shamsur went berserk, adding 52 runs for the first wicket. Anamul continued the good start given by the openers and was ably supported by Shakib and Nasir. He went on to notch up his maiden T20I fifty and almost pulled off a thriller for his team. With 17 runs required in the last over he brought it down to 3 off the last ball. But, he could not put the full toss away which sealed the victory for Sri Lanka.",Sri Lanka won by 2 runs,T20,Bangladesh vs Sri Lanka,5
"South Africa regained control after a poor first over from Tsotsobe with the wicket of Finch in the second over. Watson didn't last long either but Warner batted very well to smash the bowlers all over the park. A double-strike from Duminy brought South Africa back in the game again. With 28 needed off the last 2 overs, Hodge held his nerve and hit some lusty blows in the final over to take Australia home with 2 balls to spare.",Aus won by 5 wkts,T20,South Africa vs Australia,4
"A serious blow to West Indies, the World Champions. Ireland did well to restrict them to a poor total on a surface that was difficult to bat on. In reply, though getting off to a poor start, Ed Joyce dropped anchor and batted sensibly alongside Poynter. The latter fell after sharing a 50-run stand but Ed Joyce batted through and took his side home in the last over with the company of Kevin O'Brien. So this win means, Ireland take an unassailable 1-0 lead in the 2-match T20I series.",Ireland won by 6 wkts,T20,Windies vs Ireland,3
"Well Pakistan win the match with a bonus point, who would have thought about this when they were struggling at 117/6. The Afghans were on top for the first part of the game, but Umar Akmal's knock took the match away from them. While chasing, their top-order played too defensively and that put the pressure on the other batsmen. Ajmal was as-usual wily with his variations and none of the Afghan batsmen could read the doosra. Afridi bowled a mean spell and Hafeez bowled a tight line and also ended up taking 3 wickets.",Pakistan won by 72 runs,ODI,Afghanistan vs Pakistan,3
